dataset,dialogue_id,utterance_idx,speaker,split,utterance,intention,donation_amount,donation_made,traditional_summary,scd_summary,scm_summary,binary_label,category
P4G,20180825-075844_569_live,29,ER,train,Okay cool I'll donate 1/4 and you donate 1/4 and then we've done our good deed for the day!!!!,Propose a joint donation plan,0.25,1,"ER and EE discuss the charity ""Save the Children,"" initially confused with ""charity children."" They agree to donate a small amount despite limited funds, as they primarily support dog charities. They share details about their dogs and discuss baseball briefly. They plan to donate a quarter each to the charity, concluding the conversation with friendly exchanges and warm regards from Illinois and Alabama.","The conversation begins with ER introducing a charity, initially with a typing error, which is quickly corrected. EE expresses familiarity and a positive view of the organization. A misunderstanding about trustworthiness is humorously resolved, leading to a lighthearted exchange about personal financial constraints and charitable intentions. The speakers bond over shared interests in dogs and humorously negotiate a small donation. The conversation maintains a friendly and cooperative tone, with both participants expressing warmth and camaraderie throughout.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth through friendly interactions, humor, and shared personal anecdotes about pets. Their competence is high, as they provide clear information about the charity and engage in a constructive conversation, correcting mistakes promptly and maintaining a positive tone.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE exhibits high warmth by expressing interest in ER's comments, sharing personal stories, and maintaining a friendly tone. Their competence is high, as they engage thoughtfully, ask clarifying questions, and contribute to the conversation with relevant responses and humor.",0,expressed_donate_donated
P4G,20180825-075844_569_live,30,EE,train,Sounds good to me.,Agree to the proposal,0.25,1,"ER and EE discuss the charity ""Save the Children,"" initially confused with ""charity children."" They agree to donate a small amount despite limited funds, as they primarily support dog charities. They share details about their dogs and discuss baseball briefly. They plan to donate a quarter each to the charity, concluding the conversation with friendly exchanges and warm regards from Illinois and Alabama.","The conversation begins with ER introducing a charity, initially with a typing error, which is quickly corrected. EE expresses familiarity and a positive view of the organization. A misunderstanding about trustworthiness is humorously resolved, leading to a lighthearted exchange about personal financial constraints and charitable intentions. The speakers bond over shared interests in dogs and humorously negotiate a small donation. The conversation maintains a friendly and cooperative tone, with both participants expressing warmth and camaraderie throughout.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth through friendly interactions, humor, and shared personal anecdotes about pets. Their competence is high, as they provide clear information about the charity and engage in a constructive conversation, correcting mistakes promptly and maintaining a positive tone.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE exhibits high warmth by expressing interest in ER's comments, sharing personal stories, and maintaining a friendly tone. Their competence is high, as they engage thoughtfully, ask clarifying questions, and contribute to the conversation with relevant responses and humor.",0,expressed_donate_donated
P4G,20180825-075844_569_live,31,EE,train,We could donate our earnings from this hit and still make a nickel for kibble.,Suggest an alternative donation plan,0.25,1,"ER and EE discuss the charity ""Save the Children,"" initially confused with ""charity children."" They agree to donate a small amount despite limited funds, as they primarily support dog charities. They share details about their dogs and discuss baseball briefly. They plan to donate a quarter each to the charity, concluding the conversation with friendly exchanges and warm regards from Illinois and Alabama.","The conversation begins with ER introducing a charity, initially with a typing error, which is quickly corrected. EE expresses familiarity and a positive view of the organization. A misunderstanding about trustworthiness is humorously resolved, leading to a lighthearted exchange about personal financial constraints and charitable intentions. The speakers bond over shared interests in dogs and humorously negotiate a small donation. The conversation maintains a friendly and cooperative tone, with both participants expressing warmth and camaraderie throughout.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth through friendly interactions, humor, and shared personal anecdotes about pets. Their competence is high, as they provide clear information about the charity and engage in a constructive conversation, correcting mistakes promptly and maintaining a positive tone.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE exhibits high warmth by expressing interest in ER's comments, sharing personal stories, and maintaining a friendly tone. Their competence is high, as they engage thoughtfully, ask clarifying questions, and contribute to the conversation with relevant responses and humor.",0,expressed_donate_donated
P4G,20180825-075844_569_live,32,ER,train,Lmao!,Express amusement,0.25,1,"ER and EE discuss the charity ""Save the Children,"" initially confused with ""charity children."" They agree to donate a small amount despite limited funds, as they primarily support dog charities. They share details about their dogs and discuss baseball briefly. They plan to donate a quarter each to the charity, concluding the conversation with friendly exchanges and warm regards from Illinois and Alabama.","The conversation begins with ER introducing a charity, initially with a typing error, which is quickly corrected. EE expresses familiarity and a positive view of the organization. A misunderstanding about trustworthiness is humorously resolved, leading to a lighthearted exchange about personal financial constraints and charitable intentions. The speakers bond over shared interests in dogs and humorously negotiate a small donation. The conversation maintains a friendly and cooperative tone, with both participants expressing warmth and camaraderie throughout.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth through friendly interactions, humor, and shared personal anecdotes about pets. Their competence is high, as they provide clear information about the charity and engage in a constructive conversation, correcting mistakes promptly and maintaining a positive tone.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE exhibits high warmth by expressing interest in ER's comments, sharing personal stories, and maintaining a friendly tone. Their competence is high, as they engage thoughtfully, ask clarifying questions, and contribute to the conversation with relevant responses and humor.",0,expressed_donate_donated
P4G,20180825-075844_569_live,33,ER,train,Deal!!!,Agree to the alternative plan,0.25,1,"ER and EE discuss the charity ""Save the Children,"" initially confused with ""charity children."" They agree to donate a small amount despite limited funds, as they primarily support dog charities. They share details about their dogs and discuss baseball briefly. They plan to donate a quarter each to the charity, concluding the conversation with friendly exchanges and warm regards from Illinois and Alabama.","The conversation begins with ER introducing a charity, initially with a typing error, which is quickly corrected. EE expresses familiarity and a positive view of the organization. A misunderstanding about trustworthiness is humorously resolved, leading to a lighthearted exchange about personal financial constraints and charitable intentions. The speakers bond over shared interests in dogs and humorously negotiate a small donation. The conversation maintains a friendly and cooperative tone, with both participants expressing warmth and camaraderie throughout.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth through friendly interactions, humor, and shared personal anecdotes about pets. Their competence is high, as they provide clear information about the charity and engage in a constructive conversation, correcting mistakes promptly and maintaining a positive tone.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE exhibits high warmth by expressing interest in ER's comments, sharing personal stories, and maintaining a friendly tone. Their competence is high, as they engage thoughtfully, ask clarifying questions, and contribute to the conversation with relevant responses and humor.",0,expressed_donate_donated
P4G,20180825-075844_569_live,34,ER,train,Have a great day from Illinois!,Send well wishes and share location,0.25,1,"ER and EE discuss the charity ""Save the Children,"" initially confused with ""charity children."" They agree to donate a small amount despite limited funds, as they primarily support dog charities. They share details about their dogs and discuss baseball briefly. They plan to donate a quarter each to the charity, concluding the conversation with friendly exchanges and warm regards from Illinois and Alabama.","The conversation begins with ER introducing a charity, initially with a typing error, which is quickly corrected. EE expresses familiarity and a positive view of the organization. A misunderstanding about trustworthiness is humorously resolved, leading to a lighthearted exchange about personal financial constraints and charitable intentions. The speakers bond over shared interests in dogs and humorously negotiate a small donation. The conversation maintains a friendly and cooperative tone, with both participants expressing warmth and camaraderie throughout.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth through friendly interactions, humor, and shared personal anecdotes about pets. Their competence is high, as they provide clear information about the charity and engage in a constructive conversation, correcting mistakes promptly and maintaining a positive tone.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE exhibits high warmth by expressing interest in ER's comments, sharing personal stories, and maintaining a friendly tone. Their competence is high, as they engage thoughtfully, ask clarifying questions, and contribute to the conversation with relevant responses and humor.",0,expressed_donate_donated
P4G,20180825-075844_569_live,35,EE,train,"Thanks, warmest regards from Alabama",Send well wishes and share location,0.25,1,"ER and EE discuss the charity ""Save the Children,"" initially confused with ""charity children."" They agree to donate a small amount despite limited funds, as they primarily support dog charities. They share details about their dogs and discuss baseball briefly. They plan to donate a quarter each to the charity, concluding the conversation with friendly exchanges and warm regards from Illinois and Alabama.","The conversation begins with ER introducing a charity, initially with a typing error, which is quickly corrected. EE expresses familiarity and a positive view of the organization. A misunderstanding about trustworthiness is humorously resolved, leading to a lighthearted exchange about personal financial constraints and charitable intentions. The speakers bond over shared interests in dogs and humorously negotiate a small donation. The conversation maintains a friendly and cooperative tone, with both participants expressing warmth and camaraderie throughout.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth through friendly interactions, humor, and shared personal anecdotes about pets. Their competence is high, as they provide clear information about the charity and engage in a constructive conversation, correcting mistakes promptly and maintaining a positive tone.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE exhibits high warmth by expressing interest in ER's comments, sharing personal stories, and maintaining a friendly tone. Their competence is high, as they engage thoughtfully, ask clarifying questions, and contribute to the conversation with relevant responses and humor.",0,expressed_donate_donated
P4G,20180825-075844_569_live,36,ER,train,I guess we have to each have 10 turns so after this response we have to write two more times LOL,Discuss the survey requirements,0.25,1,"ER and EE discuss the charity ""Save the Children,"" initially confused with ""charity children."" They agree to donate a small amount despite limited funds, as they primarily support dog charities. They share details about their dogs and discuss baseball briefly. They plan to donate a quarter each to the charity, concluding the conversation with friendly exchanges and warm regards from Illinois and Alabama.","The conversation begins with ER introducing a charity, initially with a typing error, which is quickly corrected. EE expresses familiarity and a positive view of the organization. A misunderstanding about trustworthiness is humorously resolved, leading to a lighthearted exchange about personal financial constraints and charitable intentions. The speakers bond over shared interests in dogs and humorously negotiate a small donation. The conversation maintains a friendly and cooperative tone, with both participants expressing warmth and camaraderie throughout.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth through friendly interactions, humor, and shared personal anecdotes about pets. Their competence is high, as they provide clear information about the charity and engage in a constructive conversation, correcting mistakes promptly and maintaining a positive tone.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE exhibits high warmth by expressing interest in ER's comments, sharing personal stories, and maintaining a friendly tone. Their competence is high, as they engage thoughtfully, ask clarifying questions, and contribute to the conversation with relevant responses and humor.",0,expressed_donate_donated
P4G,20180825-075844_569_live,37,EE,train,I was wondering that.,Express curiosity about the survey requirements,0.25,1,"ER and EE discuss the charity ""Save the Children,"" initially confused with ""charity children."" They agree to donate a small amount despite limited funds, as they primarily support dog charities. They share details about their dogs and discuss baseball briefly. They plan to donate a quarter each to the charity, concluding the conversation with friendly exchanges and warm regards from Illinois and Alabama.","The conversation begins with ER introducing a charity, initially with a typing error, which is quickly corrected. EE expresses familiarity and a positive view of the organization. A misunderstanding about trustworthiness is humorously resolved, leading to a lighthearted exchange about personal financial constraints and charitable intentions. The speakers bond over shared interests in dogs and humorously negotiate a small donation. The conversation maintains a friendly and cooperative tone, with both participants expressing warmth and camaraderie throughout.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth through friendly interactions, humor, and shared personal anecdotes about pets. Their competence is high, as they provide clear information about the charity and engage in a constructive conversation, correcting mistakes promptly and maintaining a positive tone.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE exhibits high warmth by expressing interest in ER's comments, sharing personal stories, and maintaining a friendly tone. Their competence is high, as they engage thoughtfully, ask clarifying questions, and contribute to the conversation with relevant responses and humor.",0,expressed_donate_donated
P4G,20180825-075844_569_live,38,EE,train,Are you a cubs fan?,Inquire about sports preferences,0.25,1,"ER and EE discuss the charity ""Save the Children,"" initially confused with ""charity children."" They agree to donate a small amount despite limited funds, as they primarily support dog charities. They share details about their dogs and discuss baseball briefly. They plan to donate a quarter each to the charity, concluding the conversation with friendly exchanges and warm regards from Illinois and Alabama.","The conversation begins with ER introducing a charity, initially with a typing error, which is quickly corrected. EE expresses familiarity and a positive view of the organization. A misunderstanding about trustworthiness is humorously resolved, leading to a lighthearted exchange about personal financial constraints and charitable intentions. The speakers bond over shared interests in dogs and humorously negotiate a small donation. The conversation maintains a friendly and cooperative tone, with both participants expressing warmth and camaraderie throughout.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth through friendly interactions, humor, and shared personal anecdotes about pets. Their competence is high, as they provide clear information about the charity and engage in a constructive conversation, correcting mistakes promptly and maintaining a positive tone.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE exhibits high warmth by expressing interest in ER's comments, sharing personal stories, and maintaining a friendly tone. Their competence is high, as they engage thoughtfully, ask clarifying questions, and contribute to the conversation with relevant responses and humor.",0,expressed_donate_donated
P4G,20180825-075844_569_live,39,ER,train,Not really but I've been to one of their games.,Share personal experience with sports,0.25,1,"ER and EE discuss the charity ""Save the Children,"" initially confused with ""charity children."" They agree to donate a small amount despite limited funds, as they primarily support dog charities. They share details about their dogs and discuss baseball briefly. They plan to donate a quarter each to the charity, concluding the conversation with friendly exchanges and warm regards from Illinois and Alabama.","The conversation begins with ER introducing a charity, initially with a typing error, which is quickly corrected. EE expresses familiarity and a positive view of the organization. A misunderstanding about trustworthiness is humorously resolved, leading to a lighthearted exchange about personal financial constraints and charitable intentions. The speakers bond over shared interests in dogs and humorously negotiate a small donation. The conversation maintains a friendly and cooperative tone, with both participants expressing warmth and camaraderie throughout.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth through friendly interactions, humor, and shared personal anecdotes about pets. Their competence is high, as they provide clear information about the charity and engage in a constructive conversation, correcting mistakes promptly and maintaining a positive tone.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE exhibits high warmth by expressing interest in ER's comments, sharing personal stories, and maintaining a friendly tone. Their competence is high, as they engage thoughtfully, ask clarifying questions, and contribute to the conversation with relevant responses and humor.",0,expressed_donate_donated
P4G,20180825-075844_569_live,40,ER,train,It was fun.,Express enjoyment of the experience,0.25,1,"ER and EE discuss the charity ""Save the Children,"" initially confused with ""charity children."" They agree to donate a small amount despite limited funds, as they primarily support dog charities. They share details about their dogs and discuss baseball briefly. They plan to donate a quarter each to the charity, concluding the conversation with friendly exchanges and warm regards from Illinois and Alabama.","The conversation begins with ER introducing a charity, initially with a typing error, which is quickly corrected. EE expresses familiarity and a positive view of the organization. A misunderstanding about trustworthiness is humorously resolved, leading to a lighthearted exchange about personal financial constraints and charitable intentions. The speakers bond over shared interests in dogs and humorously negotiate a small donation. The conversation maintains a friendly and cooperative tone, with both participants expressing warmth and camaraderie throughout.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth through friendly interactions, humor, and shared personal anecdotes about pets. Their competence is high, as they provide clear information about the charity and engage in a constructive conversation, correcting mistakes promptly and maintaining a positive tone.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE exhibits high warmth by expressing interest in ER's comments, sharing personal stories, and maintaining a friendly tone. Their competence is high, as they engage thoughtfully, ask clarifying questions, and contribute to the conversation with relevant responses and humor.",0,expressed_donate_donated
P4G,20180825-075844_569_live,41,ER,train,Are you?,Inquire about the other person's sports preferences,0.25,1,"ER and EE discuss the charity ""Save the Children,"" initially confused with ""charity children."" They agree to donate a small amount despite limited funds, as they primarily support dog charities. They share details about their dogs and discuss baseball briefly. They plan to donate a quarter each to the charity, concluding the conversation with friendly exchanges and warm regards from Illinois and Alabama.","The conversation begins with ER introducing a charity, initially with a typing error, which is quickly corrected. EE expresses familiarity and a positive view of the organization. A misunderstanding about trustworthiness is humorously resolved, leading to a lighthearted exchange about personal financial constraints and charitable intentions. The speakers bond over shared interests in dogs and humorously negotiate a small donation. The conversation maintains a friendly and cooperative tone, with both participants expressing warmth and camaraderie throughout.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth through friendly interactions, humor, and shared personal anecdotes about pets. Their competence is high, as they provide clear information about the charity and engage in a constructive conversation, correcting mistakes promptly and maintaining a positive tone.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE exhibits high warmth by expressing interest in ER's comments, sharing personal stories, and maintaining a friendly tone. Their competence is high, as they engage thoughtfully, ask clarifying questions, and contribute to the conversation with relevant responses and humor.",0,expressed_donate_donated
P4G,20180825-075844_569_live,42,EE,train,"I don't really have a team, but I like baseball.",Share personal sports preferences,0.25,1,"ER and EE discuss the charity ""Save the Children,"" initially confused with ""charity children."" They agree to donate a small amount despite limited funds, as they primarily support dog charities. They share details about their dogs and discuss baseball briefly. They plan to donate a quarter each to the charity, concluding the conversation with friendly exchanges and warm regards from Illinois and Alabama.","The conversation begins with ER introducing a charity, initially with a typing error, which is quickly corrected. EE expresses familiarity and a positive view of the organization. A misunderstanding about trustworthiness is humorously resolved, leading to a lighthearted exchange about personal financial constraints and charitable intentions. The speakers bond over shared interests in dogs and humorously negotiate a small donation. The conversation maintains a friendly and cooperative tone, with both participants expressing warmth and camaraderie throughout.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth through friendly interactions, humor, and shared personal anecdotes about pets. Their competence is high, as they provide clear information about the charity and engage in a constructive conversation, correcting mistakes promptly and maintaining a positive tone.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE exhibits high warmth by expressing interest in ER's comments, sharing personal stories, and maintaining a friendly tone. Their competence is high, as they engage thoughtfully, ask clarifying questions, and contribute to the conversation with relevant responses and humor.",0,expressed_donate_donated
P4G,20180825-075844_569_live,43,EE,train,What are your dogs names?,Inquire about the other person's pets,0.25,1,"ER and EE discuss the charity ""Save the Children,"" initially confused with ""charity children."" They agree to donate a small amount despite limited funds, as they primarily support dog charities. They share details about their dogs and discuss baseball briefly. They plan to donate a quarter each to the charity, concluding the conversation with friendly exchanges and warm regards from Illinois and Alabama.","The conversation begins with ER introducing a charity, initially with a typing error, which is quickly corrected. EE expresses familiarity and a positive view of the organization. A misunderstanding about trustworthiness is humorously resolved, leading to a lighthearted exchange about personal financial constraints and charitable intentions. The speakers bond over shared interests in dogs and humorously negotiate a small donation. The conversation maintains a friendly and cooperative tone, with both participants expressing warmth and camaraderie throughout.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth through friendly interactions, humor, and shared personal anecdotes about pets. Their competence is high, as they provide clear information about the charity and engage in a constructive conversation, correcting mistakes promptly and maintaining a positive tone.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE exhibits high warmth by expressing interest in ER's comments, sharing personal stories, and maintaining a friendly tone. Their competence is high, as they engage thoughtfully, ask clarifying questions, and contribute to the conversation with relevant responses and humor.",0,expressed_donate_donated
P4G,20180825-075844_569_live,44,ER,train,Clementine and Eddybear.,Share personal information about pets,0.25,1,"ER and EE discuss the charity ""Save the Children,"" initially confused with ""charity children."" They agree to donate a small amount despite limited funds, as they primarily support dog charities. They share details about their dogs and discuss baseball briefly. They plan to donate a quarter each to the charity, concluding the conversation with friendly exchanges and warm regards from Illinois and Alabama.","The conversation begins with ER introducing a charity, initially with a typing error, which is quickly corrected. EE expresses familiarity and a positive view of the organization. A misunderstanding about trustworthiness is humorously resolved, leading to a lighthearted exchange about personal financial constraints and charitable intentions. The speakers bond over shared interests in dogs and humorously negotiate a small donation. The conversation maintains a friendly and cooperative tone, with both participants expressing warmth and camaraderie throughout.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth through friendly interactions, humor, and shared personal anecdotes about pets. Their competence is high, as they provide clear information about the charity and engage in a constructive conversation, correcting mistakes promptly and maintaining a positive tone.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE exhibits high warmth by expressing interest in ER's comments, sharing personal stories, and maintaining a friendly tone. Their competence is high, as they engage thoughtfully, ask clarifying questions, and contribute to the conversation with relevant responses and humor.",0,expressed_donate_donated
P4G,20180825-075844_569_live,45,ER,train,And they are tired of me messing around on the computer so after the survey we are going to go for a walk!!,Share plans for after the conversation,0.25,1,"ER and EE discuss the charity ""Save the Children,"" initially confused with ""charity children."" They agree to donate a small amount despite limited funds, as they primarily support dog charities. They share details about their dogs and discuss baseball briefly. They plan to donate a quarter each to the charity, concluding the conversation with friendly exchanges and warm regards from Illinois and Alabama.","The conversation begins with ER introducing a charity, initially with a typing error, which is quickly corrected. EE expresses familiarity and a positive view of the organization. A misunderstanding about trustworthiness is humorously resolved, leading to a lighthearted exchange about personal financial constraints and charitable intentions. The speakers bond over shared interests in dogs and humorously negotiate a small donation. The conversation maintains a friendly and cooperative tone, with both participants expressing warmth and camaraderie throughout.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth through friendly interactions, humor, and shared personal anecdotes about pets. Their competence is high, as they provide clear information about the charity and engage in a constructive conversation, correcting mistakes promptly and maintaining a positive tone.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE exhibits high warmth by expressing interest in ER's comments, sharing personal stories, and maintaining a friendly tone. Their competence is high, as they engage thoughtfully, ask clarifying questions, and contribute to the conversation with relevant responses and humor.",0,expressed_donate_donated
P4G,20180825-075844_569_live,46,ER,train,I think we took ten turns!,Confirm completion of the survey requirements,0.25,1,"ER and EE discuss the charity ""Save the Children,"" initially confused with ""charity children."" They agree to donate a small amount despite limited funds, as they primarily support dog charities. They share details about their dogs and discuss baseball briefly. They plan to donate a quarter each to the charity, concluding the conversation with friendly exchanges and warm regards from Illinois and Alabama.","The conversation begins with ER introducing a charity, initially with a typing error, which is quickly corrected. EE expresses familiarity and a positive view of the organization. A misunderstanding about trustworthiness is humorously resolved, leading to a lighthearted exchange about personal financial constraints and charitable intentions. The speakers bond over shared interests in dogs and humorously negotiate a small donation. The conversation maintains a friendly and cooperative tone, with both participants expressing warmth and camaraderie throughout.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth through friendly interactions, humor, and shared personal anecdotes about pets. Their competence is high, as they provide clear information about the charity and engage in a constructive conversation, correcting mistakes promptly and maintaining a positive tone.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE exhibits high warmth by expressing interest in ER's comments, sharing personal stories, and maintaining a friendly tone. Their competence is high, as they engage thoughtfully, ask clarifying questions, and contribute to the conversation with relevant responses and humor.",0,expressed_donate_donated
P4G,20180825-075844_569_live,47,EE,train,"Enjoy they walk, I hope it isn't too hot like here.",Send well wishes and express concern about the weather,0.25,1,"ER and EE discuss the charity ""Save the Children,"" initially confused with ""charity children."" They agree to donate a small amount despite limited funds, as they primarily support dog charities. They share details about their dogs and discuss baseball briefly. They plan to donate a quarter each to the charity, concluding the conversation with friendly exchanges and warm regards from Illinois and Alabama.","The conversation begins with ER introducing a charity, initially with a typing error, which is quickly corrected. EE expresses familiarity and a positive view of the organization. A misunderstanding about trustworthiness is humorously resolved, leading to a lighthearted exchange about personal financial constraints and charitable intentions. The speakers bond over shared interests in dogs and humorously negotiate a small donation. The conversation maintains a friendly and cooperative tone, with both participants expressing warmth and camaraderie throughout.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth through friendly interactions, humor, and shared personal anecdotes about pets. Their competence is high, as they provide clear information about the charity and engage in a constructive conversation, correcting mistakes promptly and maintaining a positive tone.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE exhibits high warmth by expressing interest in ER's comments, sharing personal stories, and maintaining a friendly tone. Their competence is high, as they engage thoughtfully, ask clarifying questions, and contribute to the conversation with relevant responses and humor.",0,expressed_donate_donated
P4G,20180825-075844_569_live,48,EE,train,we have to walk early and late.,Share personal experience with the weather,0.25,1,"ER and EE discuss the charity ""Save the Children,"" initially confused with ""charity children."" They agree to donate a small amount despite limited funds, as they primarily support dog charities. They share details about their dogs and discuss baseball briefly. They plan to donate a quarter each to the charity, concluding the conversation with friendly exchanges and warm regards from Illinois and Alabama.","The conversation begins with ER introducing a charity, initially with a typing error, which is quickly corrected. EE expresses familiarity and a positive view of the organization. A misunderstanding about trustworthiness is humorously resolved, leading to a lighthearted exchange about personal financial constraints and charitable intentions. The speakers bond over shared interests in dogs and humorously negotiate a small donation. The conversation maintains a friendly and cooperative tone, with both participants expressing warmth and camaraderie throughout.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth through friendly interactions, humor, and shared personal anecdotes about pets. Their competence is high, as they provide clear information about the charity and engage in a constructive conversation, correcting mistakes promptly and maintaining a positive tone.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE exhibits high warmth by expressing interest in ER's comments, sharing personal stories, and maintaining a friendly tone. Their competence is high, as they engage thoughtfully, ask clarifying questions, and contribute to the conversation with relevant responses and humor.",0,expressed_donate_donated
P4G,20180825-075844_569_live,49,EE,train,It's really hot here too.,Express shared experience with the weather,0.25,1,"ER and EE discuss the charity ""Save the Children,"" initially confused with ""charity children."" They agree to donate a small amount despite limited funds, as they primarily support dog charities. They share details about their dogs and discuss baseball briefly. They plan to donate a quarter each to the charity, concluding the conversation with friendly exchanges and warm regards from Illinois and Alabama.","The conversation begins with ER introducing a charity, initially with a typing error, which is quickly corrected. EE expresses familiarity and a positive view of the organization. A misunderstanding about trustworthiness is humorously resolved, leading to a lighthearted exchange about personal financial constraints and charitable intentions. The speakers bond over shared interests in dogs and humorously negotiate a small donation. The conversation maintains a friendly and cooperative tone, with both participants expressing warmth and camaraderie throughout.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth through friendly interactions, humor, and shared personal anecdotes about pets. Their competence is high, as they provide clear information about the charity and engage in a constructive conversation, correcting mistakes promptly and maintaining a positive tone.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE exhibits high warmth by expressing interest in ER's comments, sharing personal stories, and maintaining a friendly tone. Their competence is high, as they engage thoughtfully, ask clarifying questions, and contribute to the conversation with relevant responses and humor.",0,expressed_donate_donated
P4G,20180825-075844_569_live,50,EE,train,Okay I'll put it in my quarter if you put in yours and have an awesome day!,Confirm donation plan and send well wishes,0.25,1,"ER and EE discuss the charity ""Save the Children,"" initially confused with ""charity children."" They agree to donate a small amount despite limited funds, as they primarily support dog charities. They share details about their dogs and discuss baseball briefly. They plan to donate a quarter each to the charity, concluding the conversation with friendly exchanges and warm regards from Illinois and Alabama.","The conversation begins with ER introducing a charity, initially with a typing error, which is quickly corrected. EE expresses familiarity and a positive view of the organization. A misunderstanding about trustworthiness is humorously resolved, leading to a lighthearted exchange about personal financial constraints and charitable intentions. The speakers bond over shared interests in dogs and humorously negotiate a small donation. The conversation maintains a friendly and cooperative tone, with both participants expressing warmth and camaraderie throughout.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth through friendly interactions, humor, and shared personal anecdotes about pets. Their competence is high, as they provide clear information about the charity and engage in a constructive conversation, correcting mistakes promptly and maintaining a positive tone.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE exhibits high warmth by expressing interest in ER's comments, sharing personal stories, and maintaining a friendly tone. Their competence is high, as they engage thoughtfully, ask clarifying questions, and contribute to the conversation with relevant responses and humor.",0,expressed_donate_donated
P4G,20180825-075844_569_live,51,ER,train,It's really hot here too.,Express shared experience with the weather,0.25,1,"ER and EE discuss the charity ""Save the Children,"" initially confused with ""charity children."" They agree to donate a small amount despite limited funds, as they primarily support dog charities. They share details about their dogs and discuss baseball briefly. They plan to donate a quarter each to the charity, concluding the conversation with friendly exchanges and warm regards from Illinois and Alabama.","The conversation begins with ER introducing a charity, initially with a typing error, which is quickly corrected. EE expresses familiarity and a positive view of the organization. A misunderstanding about trustworthiness is humorously resolved, leading to a lighthearted exchange about personal financial constraints and charitable intentions. The speakers bond over shared interests in dogs and humorously negotiate a small donation. The conversation maintains a friendly and cooperative tone, with both participants expressing warmth and camaraderie throughout.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth through friendly interactions, humor, and shared personal anecdotes about pets. Their competence is high, as they provide clear information about the charity and engage in a constructive conversation, correcting mistakes promptly and maintaining a positive tone.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE exhibits high warmth by expressing interest in ER's comments, sharing personal stories, and maintaining a friendly tone. Their competence is high, as they engage thoughtfully, ask clarifying questions, and contribute to the conversation with relevant responses and humor.",0,expressed_donate_donated
