dialogue_id,final_prediction,final_label,final_confidence,fold_predictions,fold_confidences,vote_counts,ground_truth_label,ground_truth_name,has_ground_truth,stated_intention,actual_donation,inconsistency,correct_prediction
20180826-175706_443_live,3,no_express_no_donate,0.9787591248750688,[3],[np.float64(0.9787591248750687)],{3: 1},3,no_express_no_donate,True,not_donate,False,False,True
20180827-041027_973_live,0,expressed_donate_did,0.9228283762931824,[0],[np.float64(0.9228283762931824)],{0: 1},0,expressed_donate_did,True,donate,False,True,True
20180826-194841_403_live,1,expressed_donate_donated,0.9132455468177796,[1],[np.float64(0.9132455468177796)],{1: 1},1,expressed_donate_donated,True,donate,True,False,True
20180826-013529_897_live,1,expressed_donate_donated,0.9987569898366928,[1],[np.float64(0.9987569898366928)],{1: 1},1,expressed_donate_donated,True,donate,True,False,True
20180904-012828_299_live,0,expressed_donate_did,0.8199500560760498,[0],[np.float64(0.8199500560760498)],{0: 1},3,no_express_no_donate,True,not_donate,False,False,False
20180826-011431_343_live,0,expressed_donate_did,0.8436897158622741,[0],[np.float64(0.8436897158622741)],{0: 1},0,expressed_donate_did,True,donate,False,True,True
20180825-064838_945_live,0,expressed_donate_did,0.8217237830162049,[0],[np.float64(0.8217237830162049)],{0: 1},0,expressed_donate_did,True,donate,False,True,True
20180829-084042_694_live,0,expressed_donate_did,0.9689317345619202,[0],[np.float64(0.9689317345619202)],{0: 1},0,expressed_donate_did,True,donate,False,True,True
20180723-082451_335_live,0,expressed_donate_did,0.9299633979797364,[0],[np.float64(0.9299633979797364)],{0: 1},0,expressed_donate_did,True,donate,False,True,True
20180826-174120_426_live,1,expressed_donate_donated,0.9069729685783386,[1],[np.float64(0.9069729685783386)],{1: 1},1,expressed_donate_donated,True,donate,True,False,True
20180828-165639_960_live,0,expressed_donate_did,0.9500177264213562,[0],[np.float64(0.9500177264213562)],{0: 1},0,expressed_donate_did,True,donate,False,True,True
20180808-034448_815_live,0,expressed_donate_did,0.8968265652656555,[0],[np.float64(0.8968265652656555)],{0: 1},5,unclear_no_donate,True,unclear,False,False,False
20180826-173836_197_live,0,expressed_donate_did,0.9825230240821838,[0],[np.float64(0.9825230240821838)],{0: 1},0,expressed_donate_did,True,donate,False,True,True
20180825-054948_621_live,3,no_express_no_donate,0.7836114764213562,[3],[np.float64(0.7836114764213562)],{3: 1},2,no_express_donated,True,not_donate,True,True,False
20180723-025150_733_live,1,expressed_donate_donated,0.9835101664066316,[1],[np.float64(0.9835101664066315)],{1: 1},1,expressed_donate_donated,True,donate,True,False,True
20180808-074917_388_live,0,expressed_donate_did,0.9385477781295776,[0],[np.float64(0.9385477781295777)],{0: 1},0,expressed_donate_did,True,donate,False,True,True
20180825-073559_995_live,0,expressed_donate_did,0.8398666143417358,[0],[np.float64(0.8398666143417358)],{0: 1},0,expressed_donate_did,True,donate,False,True,True
20180723-101530_805_live,0,expressed_donate_did,0.8252104997634888,[0],[np.float64(0.8252104997634888)],{0: 1},4,unclear_donated,True,unclear,True,True,False
20180827-053243_818_live,3,no_express_no_donate,0.8665196180343628,[3],[np.float64(0.8665196180343628)],{3: 1},3,no_express_no_donate,True,not_donate,False,False,True
20180825-070857_925_live,0,expressed_donate_did,0.8975446820259094,[0],[np.float64(0.8975446820259094)],{0: 1},3,no_express_no_donate,True,not_donate,False,False,False
20180825-083745_516_live,0,expressed_donate_did,0.8343272686004639,[0],[np.float64(0.8343272686004639)],{0: 1},1,expressed_donate_donated,True,donate,True,False,False
20180825-063117_677_live,1,expressed_donate_donated,0.9696816325187684,[1],[np.float64(0.9696816325187683)],{1: 1},1,expressed_donate_donated,True,donate,True,False,True
20180825-071316_761_live,0,expressed_donate_did,0.831026804447174,[0],[np.float64(0.831026804447174)],{0: 1},0,expressed_donate_did,True,donate,False,True,True
20180824-015242_301_live,3,no_express_no_donate,0.890811875462532,[3],[np.float64(0.890811875462532)],{3: 1},3,no_express_no_donate,True,not_donate,False,False,True
20180808-070517_921_live,0,expressed_donate_did,0.774148416519165,[0],[np.float64(0.774148416519165)],{0: 1},1,expressed_donate_donated,True,donate,True,False,False
20180719-181845_211_live,0,expressed_donate_did,0.8333722352981567,[0],[np.float64(0.8333722352981567)],{0: 1},0,expressed_donate_did,True,donate,False,True,True
20180808-040435_931_live,3,no_express_no_donate,0.8556446313858033,[3],[np.float64(0.8556446313858033)],{3: 1},3,no_express_no_donate,True,not_donate,False,False,True
20180825-050306_247_live,0,expressed_donate_did,0.9651524782180786,[0],[np.float64(0.9651524782180786)],{0: 1},0,expressed_donate_did,True,donate,False,True,True
20180824-022557_24_live,3,no_express_no_donate,0.8930732250213623,[3],[np.float64(0.8930732250213623)],{3: 1},3,no_express_no_donate,True,not_donate,False,False,True
