dataset,dialogue_id,utterance_idx,speaker,split,utterance,gpt-4o_intention
casino,141,9,mturk_agent_1,train,Can I have 2 firewood 2 food and 1 water I think this would be enough,Propose a new deal of 2 firewood  2 food  and 1 water.
casino,141,10,mturk_agent_2,train,"I have a Family too, I can compromise on either only one of Firewood or Food, please give a thought.",Express willingness to compromise on either firewood or food and ask for consideration.
casino,141,11,mturk_agent_2,train,"This is way too unfair, my friend",Express dissatisfaction with the proposed deal.
casino,141,12,mturk_agent_1,train,"ok how about I give you 1 firewood, 2 food, and  1 water",Propose a revised deal of 1 firewood  2 food  and 1 water.
casino,141,13,mturk_agent_2,train,"yes, that would be fine and I can manage and understand your situation as your wife is Pregnant.",Agree to the revised deal and express understanding of the situation with the pregnant wife.
casino,128,0,mturk_agent_2,train,"Hi! I was hoping to get 2 packages of firewood, 2 packages of water and 1 package of food and you can have the rest.",Initiate negotiation and propose a resource distribution
casino,128,1,mturk_agent_1,train,Hello. Is there a reason you prefer more water and firewood to food?,Seek clarification on the proposed distribution
casino,128,2,mturk_agent_2,train,I get cold very easily and also get thirsty a lot. What are your preferences?,Explain personal needs and inquire about the other party's preferences
casino,128,3,mturk_agent_1,train,The 2 packages of food and 2 waters. I get thristy a lot too.,State personal preferences for resource distribution
casino,128,4,mturk_agent_2,train,"Ok, well if I can have 3 packages of firewood, 1 water and 1 food, you can have 2 packages of food and 2 waters. Does that sound good?",Propose a revised distribution and seek agreement
casino,128,5,mturk_agent_1,train,I like that deal.,Express agreement with the proposed deal
casino,128,6,mturk_agent_2,train,Sounds good.🙂,Confirm the agreement
casino,128,7,mturk_agent_1,train,I think this would be a good even split of resources and would allow each of us to have extra supplies. 🙂,Reinforce the fairness of the deal and express satisfaction
casino,128,8,mturk_agent_2,train,I agree with you.,Express agreement and alignment
casino,128,9,mturk_agent_1,train,All that is left is to submit our deal. Nice working with you!,Conclude the negotiation and express positive sentiment
casino,537,0,mturk_agent_1,train,I need more food since I have a huge family. Can you give me all food i give you all water?,Expressing a need for more food and proposing a trade
casino,537,1,mturk_agent_2,train,i need a little more food because i forgot that we where staying longer and i forgot some of my food. Can i give you 1 food package please?,Explaining their own need for food and making a counter-proposal
casino,537,2,mturk_agent_1,train,Food is what I need most. I can not survive with less than 2 food,Reiterating the critical need for food and setting a minimum requirement
casino,537,3,mturk_agent_2,train,i also need more food okay what if you give you 2 foods if you give me 2 firewoods?,Expressing their own need for food and making a new trade proposal
casino,537,4,mturk_agent_1,train,that will be okay. then I take 2 water you take 1,Agreeing to the trade proposal and suggesting a distribution of water
casino,537,5,mturk_agent_2,train,i really need more food. are you sure that we cant do i get 2 foods and i can give you 2 firewoods and 2 water? what do you think?,Reiterating their need for more food and proposing a new trade deal
casino,537,6,mturk_agent_1,train,Sorry I can not do with less food,Declining the new trade deal due to insufficient food
casino,537,7,mturk_agent_2,train,okay we can stick to you having 2 and i get 1 correct?,Confirming the previous agreement on food distribution
casino,537,8,mturk_agent_1,train,That  is correct,Confirming the agreement
casino,537,9,mturk_agent_2,train,okay so just to be clear you get 2 foods and me 1. I get 2 firewood and you 1 and i get 2 water and you 1? Is that correct? do we have a deal?,Clarifying the details of the trade deal and seeking final confirmation
casino,537,10,mturk_agent_1,train,On water I have not agreed. I will take 2 It will be fair☹️,Disagreeing on the water distribution and proposing a fairer deal
casino,537,11,mturk_agent_2,train,okay thats fine. Deal?,Accepting the new terms and seeking final confirmation
casino,537,12,mturk_agent_1,train,deal🙂,Confirming the deal
casino,537,13,mturk_agent_2,train,okay deal,Finalizing the deal
casino,28,0,mturk_agent_2,train,"Hey, how are you?",Greeting and initiating conversation
casino,28,1,mturk_agent_1,train,"Hello, i'm good.",Responding to greeting and providing a status update
casino,28,2,mturk_agent_2,train,How are you preparing yourself to the camping trip?,Inquiring about preparations for the camping trip
casino,28,3,mturk_agent_1,train,I am trying to gather supplies for the trip. What about you?,Sharing personal preparations and reciprocating the question
casino,28,4,mturk_agent_2,train,I am also checking my list and updating it. How is your progress going?,Providing an update on personal preparations and asking for progress
casino,28,5,mturk_agent_1,train,"Its good! I am looking forward to the activites i'll be doing, such as campfires.",Expressing enthusiasm and sharing specific plans
casino,28,6,mturk_agent_2,train,"Hey, that's great. Good to hear definitely. I am also looking forward to build some campfires and enjoy some s'mores!",Expressing agreement and sharing similar enthusiasm
casino,28,7,mturk_agent_1,train,"Thats great! Would it be okay if I got 2 packages of firewood, and 1 each of the food and water?",Proposing a plan for sharing supplies
casino,28,8,mturk_agent_2,train,I would've like to have 2 packages of firewood instead. How about I give you all the extra water packages?,Counter-proposing a different plan for sharing supplies
casino,28,9,mturk_agent_1,train,"Well for a compromise I will give you the 2 packages of firewood, if I got 1 firewood, 2 food, and 3 waters. 🙂",Offering a compromise on the supply-sharing plan
casino,28,10,mturk_agent_2,train,"Great, that sounds fair to me.",Agreeing to the compromise
casino,28,11,mturk_agent_1,train,Okay! Great! Nice chatting with you! 🙂,Expressing satisfaction and closing the conversation
casino,28,12,mturk_agent_2,train,"Sure, have a nice trip!",Closing the conversation with well wishes
casino,173,0,mturk_agent_1,train,hello,Greeting the other participant
casino,173,1,mturk_agent_2,train,Hello there,Responding to the greeting
casino,173,2,mturk_agent_1,train,how is your day going?,Inquiring about the other participant's day
casino,173,3,mturk_agent_2,train,So far so good.  What are your plans for your camping trip?,Responding to the inquiry and asking about camping plans
casino,173,4,mturk_agent_1,train,"yes i guess you too. i will need more supplies like 3 foods, 2 firewood and1 water",Confirming and stating the need for supplies
casino,173,5,mturk_agent_2,train,"I have not really camped before so I am looking for as many supplies as possible.  What about I get 3 food, 3 firewood, and 1 water.",Expressing inexperience and proposing a supply distribution
casino,173,6,mturk_agent_1,train,"funnny you but no. so what else will i be left with if i give you those. okay let say i get 2 food, 2 firewood and 1 water.",Rejecting the proposal and suggesting an alternative distribution
casino,173,7,mturk_agent_2,train,"I am really bad at cooking so will probably need an extra good just because I'll ruin one of the 3.  Plus Im bringing 2 dogs they can eat the bad food I make 😮  I dont plan on hiking much so how bought I keep all 3 foods, and you keep all 3 waters and we can split the firewood.  2 for me, 1 for you. Great deal!",Explaining the need for more food and proposing a new distribution
casino,173,8,mturk_agent_1,train,"i too i am bad at cooking and i will spend a longer time in the woods so i will need atleast 2 foods, 2 firewood and 1 water",Explaining their own needs and proposing a different distribution
casino,173,9,mturk_agent_2,train,"But I have more mouths to feed here so I will give you one of the foods, but then need 2 firewood and then take back 1 of the waters.",Negotiating by offering a different distribution
casino,173,10,mturk_agent_1,train,your dogs could probably hunt for something for you guys. and i would be in the would for a very long time,Suggesting an alternative solution and reiterating their need
casino,173,11,mturk_agent_2,train,"My dogs are like 12 and 15 pounds.  Hopefully they don't get eaten themselves. What about 2 foods, 2 firewood and 1 water for me.  😮",Explaining why the alternative solution won't work and proposing a new distribution
casino,173,12,mturk_agent_1,train,"hmmmmm not possible. i need the same exact thing. what about i get 2 foods, 1 firewood and 2 water☹️",Rejecting the proposal and suggesting another distribution
casino,173,13,mturk_agent_2,train,"If you take 2 foods, 1 firewood, and 1 water that's a deal.  Otherwise I need the 2 foods, 1 firewood, and 2 water.",Offering a final deal or stating their own needs
casino,173,14,mturk_agent_1,train,"so let me get the remaining firewood then. making 2 foods, 2 firewood and 1 water🙂. or should i be going",Proposing a slight modification to the deal or considering leaving
casino,173,15,mturk_agent_2,train,You can have 2 firewood OR 2 food.  I prefer you take firewood as I need at least 2 food. Each of us gets 2 of something.,Clarifying the terms and making a final offer
casino,173,16,mturk_agent_1,train,"okay so that means i get 2 food, 1 firewood and 2 water. right?",Confirming the final terms of the deal
casino,173,17,mturk_agent_2,train,Sure lets do that,Agreeing to the final terms
casino,456,0,mturk_agent_1,train,"Hello! We're going camping and need some additional supplies. The primary need right now is firewood! We can spare water, but some additional food for the six kids is needed!",Initiate conversation and state needs
casino,456,1,mturk_agent_2,train,Wow. You took six kids on this trip? I would say you will definitely need food!,Express surprise and acknowledge the need for food
casino,456,2,mturk_agent_1,train,"Yup! But we did think ahead and ordered extra rations for them. Food is second priority, so maybe we could have 2 of those? You could have all of the water rations.",Clarify preparedness and propose a trade
casino,456,3,mturk_agent_2,train,"I definitely need water but I didn’t bring enough shelter. Thus, I will need to keep my fire going.",State own needs and justify the need for firewood
casino,456,4,mturk_agent_1,train,We have a shortage of trees in this area. Could we split those up evenly? I think that would be fair. Something like 2 of each with you getting the most of the water.,Propose a fair split of resources
casino,456,5,mturk_agent_2,train,I really need some firewood.,Reiterate the need for firewood
casino,456,6,mturk_agent_1,train,"Yeah, that's priority #1 for us as well. If I give you one, could you give us most of the food and water then?",Negotiate terms for trading firewood
casino,456,7,mturk_agent_2,train,I definitely need one firewood. I can use either one more water or one more food. I will leave up to you.,Specify minimum requirements and offer flexibility
casino,456,8,mturk_agent_1,train,"Gotcha. I could hand over a package of firewood, 1 food, and water as well. Maybe we'll try out a suggestion and see if it works for both our families.",Agree to terms and suggest a trial trade
casino,456,9,mturk_agent_2,train,I will take one firewood and one food. I will give you one water.,Confirm the trade agreement
casino,450,0,mturk_agent_1,train,Hi  - nice to meet you!  I hope we can work out a deal that is good for both of us.,Initiate conversation and express hope for a mutually beneficial deal
casino,450,1,mturk_agent_2,train,"Hi, 🙂 It's nice to meet you as well: I also hope we can work something out: Food is my excess trip priority, What is yours?",Respond positively and state primary priority (food)
casino,450,2,mturk_agent_1,train,Mine is firewood with second being food.,State primary and secondary priorities (firewood and food)
casino,450,3,mturk_agent_2,train,I'm definitely willing to give up some food for some firewood: That seems like a place where we can come to an arrangement: Would you like to make an opening offer?,Express willingness to negotiate and invite an opening offer
casino,450,4,mturk_agent_1,train,Sure!  I figure I can go with little water as we can get it from the stream and boil it.  So for water I would be willing to give you 2 packages.  Would that be fair?,Make an initial offer involving water
casino,450,5,mturk_agent_2,train,"so If I understand correctly, the Deal is I get 3 Food and 2 Water: While you get 3 Firewood and 1 Water?",Clarify the terms of the proposed deal
casino,450,6,mturk_agent_1,train,I was just negotiating the water for now.  I was trying to do one at a time.,Clarify intention to negotiate items one at a time
casino,450,7,mturk_agent_2,train,"ah, I'm definitely ok with doing one at a time: A 2:1 split is definitely OK with me: The issue is, if we consider each individually, it might be harder to come to a deal, but I'm happy to do it your way.",Agree to negotiate one item at a time but express concern about complexity
casino,450,8,mturk_agent_1,train,"How about you take 1 firewood, I''l take 2 and with food, you can have 2 and I'll take one package.  I have two very hungry boys!",Propose a specific split for firewood and food
casino,450,9,mturk_agent_2,train,Is there a reason you want the 2:1 split? Food my group's largest priority by a large margin (We eat a lot). It's worth a lot more to my group then the firewood would be.,Question the rationale behind the proposed split and express the high value of food
casino,450,10,mturk_agent_1,train,That's why I would like to give you 2 and I will take 1 food.  I have 8 and 10 year old boys.🙂,Reiterate the need for food due to having hungry children
casino,450,11,mturk_agent_2,train,"I'm interested in hearing more about why you want a 2/1 split: Is the food worth more to you than the third firewood? If so, I'm happy to do that split, but I'd like 3 water in return.",Seek further clarification on the split and propose a condition involving water
casino,450,12,mturk_agent_1,train,"Okay, like I said I have two growing boys with a very healthy appetite.  They will make my life miserable if they don't have enough to eat.  I would be willing to give you the 3 water.",Explain the need for food again and agree to the proposed condition
casino,450,13,mturk_agent_2,train,"ok, that sounds like a deal. 🙂",Accept the deal
casino,450,14,mturk_agent_1,train,cool - thank you!  I guess we can submit that then,Express satisfaction and suggest finalizing the deal
casino,426,0,mturk_agent_2,train,HI. I'd love to get 2 additional packs of firewood. The weather forecast was for much warmer weather here and I just didn't bring enough with me. I also left my additional sweatshirt at home. I'd be happy to give you one additional water and two of food.  🙂🙂,Requesting additional firewood and offering a trade.
casino,426,1,mturk_agent_1,train,Well I had a really great day fishing today and I would like to have some extra firewood so I can cook all of this fish.  How about I take the 3 packages of firewood and you can keep 2 additional food packages in return.,Proposing a counter-offer for the firewood.
casino,426,2,mturk_agent_2,train,You really did have a good day didn't you! Sounds like fun. How many fish can one person eat? If I don't have the extra firewood I'm going to be really cold tonight. ☹️,Expressing concern about being cold and questioning the necessity of the counter-offer.
casino,426,3,mturk_agent_1,train,I am here with my family and we love to eat fish.🙂  Maybe if you spend tonight sleeping in your car or camper I can keep the fire wood. In exchange I will give you the 2 additional food packages and all 3 of the water packages. It's only for 1 night.,Explaining the need for firewood and proposing an alternative solution.
casino,426,4,mturk_agent_2,train,Why would you want to give up all that water? You're going to need extra water for your family to drink. All the sodium in the fish is going to make you all thirsty!,Questioning the logic of giving up water and expressing concern for mturk_agent_1's family.
casino,426,5,mturk_agent_1,train,"Your right,😮  I didn't think about that. But will probably only need 1 extra package of water so, in exchange I will offer you 1 package of firewood.",Revising the offer based on mturk_agent_2's concern.
casino,426,6,mturk_agent_2,train,"I know this isn't your problem, but I'm a student and I had to come up here to take photos of the night sky for my astronomy class. I slept really late today as I have to sit up all night to get the different stars, and possibly even the space station if it's clear enough out. I have to sit by a fire to stay warm so I can get these pictures to hand in to my professor tomorrow.",Explaining personal circumstances and emphasizing the need for firewood.
casino,426,7,mturk_agent_1,train,You know that is very impressive.  I admire your determination and effort you put into your class.  You must be very passionate about astronomy.,Expressing admiration and acknowledging mturk_agent_2's dedication.
casino,426,8,mturk_agent_2,train,"I am. My favorite personality is Neil DeGrasse Tyson. He's amazing, funny and incredibly smart. I'm hoping to get an internship at the Planetarium in my senior year 🙂",Sharing personal interests and future aspirations.
casino,426,9,mturk_agent_1,train,That's amazing!!!  So here is the deal...I'll give you the 2 firewood packages so you can sleep under the stars tonight.  In return I'll have to keep 2 water packages and 2 food packages since I won't be able to cook all of this fish and I still have a family to feed.,Offering a revised deal that considers both parties' needs.
casino,426,10,mturk_agent_2,train,I'm glad you understand my problem. But I really need those 3 firewood packages. I'd be happy to give you 2 water packages and all the food in exchange.,Reiterating the need for more firewood and proposing a new trade.
casino,426,11,mturk_agent_1,train,Initially you were willing to take the 2 packages of firewood. If you have all three I won't be able to cook any of this fish and it will all go to waste. ☹️,Expressing concern about the initial offer and the potential waste of fish.
casino,426,12,mturk_agent_2,train,Didn't you bring any firewood at all with you?,Questioning mturk_agent_1's preparedness.
casino,426,13,mturk_agent_1,train,"Yes, but the firewood I have will be used to keep us warm tonight.  Like you mentioned before it will be a bit chilly tonight.",Clarifying the use of existing firewood.
casino,426,14,mturk_agent_2,train,"Ahh, I forgot about that. OK. I'll take 2 packages of firewood, give you 2 waters, and 1 food packages as you do have some fish to cook and I don't. Do we have a deal?",Proposing a final compromise.
casino,426,15,mturk_agent_1,train,"OK, we have a deal.🙂",Accepting the final deal.
casino,426,16,mturk_agent_2,train,🙂,Expressing satisfaction with the agreement.
casino,129,0,mturk_agent_2,train,"Hi, I would like two firewoods and two food. You can take everything else. Does that work for you?",Initiate negotiation and propose a deal
casino,129,1,mturk_agent_1,train,That might work. What reasons do you have for needing those?,Seek justification for the proposed deal
casino,129,2,mturk_agent_2,train,I want to make smores and a nice dinner,Provide reasons for the request
casino,129,3,mturk_agent_1,train,"I feel like I might need more firewood, I'm staying in the desert and it gets cold at night.",Express personal needs and concerns
casino,129,4,mturk_agent_2,train,I could do one firewood and all the food?,Make a counteroffer
casino,129,5,mturk_agent_1,train,And I would get all the water?,Clarify terms of the counteroffer
casino,129,6,mturk_agent_2,train,"How about you get two firewoods and two water, and I take the rest?",Propose a new deal
casino,129,7,mturk_agent_1,train,No I think I need all the water. I'm in the desert and there's absolutely no water supply.,State non-negotiable needs
casino,129,8,mturk_agent_2,train,so you want two firewoods and three waters and I get everything else?,Confirm understanding of the other party's needs
casino,129,9,mturk_agent_1,train,That sounds good to me!,Agree to the proposed terms
casino,129,10,mturk_agent_2,train,"I really need at least two firewoods to cook with though, or one water. How can we make this work?",Express a critical need and seek further negotiation
casino,129,11,mturk_agent_1,train,"I could give you two firewood, if I could still have my three waters and then 1 food.",Offer a compromise
casino,129,12,mturk_agent_2,train,Okay lets do that.,Accept the compromise
casino,531,0,mturk_agent_1,train,"Hey there, how's it going?",Initiate conversation and establish rapport
casino,531,1,mturk_agent_2,train,It's going good! Just making the final plans for my camping trip this weekend. What about you?,Respond positively and share personal plans
casino,531,2,mturk_agent_1,train,Yeah same here. The kids are really looking forward to it.,Express shared experience and build connection
casino,531,3,mturk_agent_2,train,"Same, my kids are as well! They have not been camping before. They are super excited about the campfires. I'm worried I don't have near enough firewood though. I just found out you can't cut any trees down where we are staying.",Express excitement and concern about camping trip
casino,531,4,mturk_agent_1,train,oh no I'm so sorry to hear that. My kid are looking forward to the ghost stories around the campfire.,Show empathy and share personal plans
casino,531,5,mturk_agent_2,train,My kids will enjoy that as well. I'm hoping I can pack several extra things of firewood. If I could get 3 more packages I would feel better about having enough firewood to have campfires during the evening and to cook on.,Express hope and concern about firewood supply
casino,531,6,mturk_agent_1,train,ok I completely understand. I am more than happy to offer you 3 firewood in exchange for 3 food. If you are ok with splitting 2 water for me and 1 for you that works well. My kids need food and water for their medications.,Offer a trade and explain personal needs
casino,531,7,mturk_agent_2,train,"Hmm I will consider it. I'm worried about not having enough food for my kids. They seem to be on a growing spurt and get very frustrated quickly when they are hungry. I would be will to negotiate it I can get 3 firewood, 1 food, and 1 water.",Express hesitation and propose a counter-offer
casino,531,8,mturk_agent_1,train,"Food is very important to me probably as much as firewood is to you. If we can stick with the 3 food, 0 firewood and 2 water that would be great.",Reiterate personal needs and propose a final offer
casino,531,9,mturk_agent_2,train,"I can tell that this is very important to your kids, so I will be willing to do this.",Show understanding and agree to the final offer
casino,604,0,mturk_agent_1,train,Hi,Greeting
casino,604,1,mturk_agent_2,train,Hi! 🙂,Greeting
casino,604,2,mturk_agent_1,train,"So what are you thinking about how we should split this? i really want firewood, as i am anemic and have a hard time in the cold weather during the nights here",Expressing need and initiating negotiation
casino,604,3,mturk_agent_2,train,"Well, I need to keep some firewood for myself too, since it'd be cold outside. But I'm willing to trade more of it for food, since I'm iron-defcient and have family to feed!🙂",Expressing own needs and willingness to negotiate
casino,604,4,mturk_agent_1,train,"fair enough, how do you want to split the water",Inquiring about water distribution
casino,604,5,mturk_agent_2,train,"I'm willing to trade off water if you need more of it! I'm really looking for food and firewood, but I'll take food over wood.",Expressing willingness to trade water and stating preferences
casino,604,6,mturk_agent_1,train,"sounds good, how about i take 2 firewood, and 2 waters, and one food",Proposing a specific split
casino,604,7,mturk_agent_2,train,"Hmm if I give you two firewood, how much food will I get back? I'm only willing to do two for two.",Questioning the proposal and setting a condition
casino,604,8,mturk_agent_1,train,i would be willing to give you two foods,Agreeing to the condition
casino,604,9,mturk_agent_2,train,"okay two firewood, two food sounds good. Can I get one firewood back for two waters? I'll give you the one food for free",Confirming the agreement and proposing an additional trade
casino,604,10,mturk_agent_1,train,sure that works,Agreeing to the additional trade
casino,604,11,mturk_agent_2,train,"Okay, so I give you technically one firewood, two waters, and a food, right?",Clarifying the final terms of the trade
casino,604,12,mturk_agent_1,train,"Hold on, i thought the two waters was in addition to my one i asked for previously. So i would take 1 firewood, 1 food, and 3 waters.",Clarifying own understanding of the trade terms
casino,604,13,mturk_agent_2,train,">-< okay I just got confused. 1 firewood, 1 food, and 3 waters makes sense now that I reread it.",Admitting confusion and agreeing to the clarified terms
casino,594,0,mturk_agent_1,train,hello,Greeting the other participant.
casino,594,1,mturk_agent_2,train,"Hey! How are you? My bestie and I were going to be going on a camping trip, but my other friends heard about it and wanted to come along so we're going to need more supplies than I initially though which has got me a little worried. ☹️",Initiating conversation and sharing concerns about the camping trip.
casino,594,2,mturk_agent_1,train,Yes!!! I need some water pretty bad.  I am good on food because I fish and I have been able to catch some catfish from the lake.  How about I take 2 water 2 firewood and 1 food,Expressing immediate need for water and proposing a distribution of supplies.
casino,594,3,mturk_agent_2,train,"I need a lot of food, because of how many people are coming now (like 3 times as many). Also, there's only one stream in the area and it's really far from our campsite, so it would be super inconvenient to have to hike there everyday to refill our canteens. We are in a forest though, so we should be good for wood. Since you can easily fish, what if I take 3 food and 2 water? You can keep all the firewood. 🙂",Explaining the need for more food and water due to additional people and suggesting an alternative distribution.
casino,594,4,mturk_agent_1,train,"Well I have to have some food and I don't need all of that water.  How about I take 2 water, 1 firewood, and 1 food.  I do need the firewood to cook the fish but I dont need it to keep warm at night because I have hefty sleeping bags that work excellent in the cold.",Negotiating the distribution of supplies while explaining personal needs.
casino,594,5,mturk_agent_2,train,"That could work, but I'm still a little worried I won't have enough food for 6 people. How long are you guys going to be camping for?",Expressing concern about having enough food and inquiring about the duration of the camping trip.
casino,594,6,mturk_agent_1,train,"I will be camping for 3 day so I gotta have some food.  Although, I do understand your situation.",Stating the duration of their camping trip and acknowledging the other participant's situation.
casino,594,7,mturk_agent_2,train,"I see. Yeah, if any of us knew how to fish or forage, we wouldn't need as much, but we're all from the city, so our survival skills are pretty bad and we're going to be camping for almost a week. But I get that fish aren't super reliable for food either... ☹️",Explaining their lack of survival skills and the longer duration of their camping trip while empathizing with the other participant.
casino,594,8,mturk_agent_1,train,"I understand.  So we have came to an agreement that I get 2 water, 1 firewood, and 1 food, is that right?",Confirming the agreed distribution of supplies.
casino,594,9,mturk_agent_2,train,"Yeah, that sounds good to me. Thanks for being understanding. I hope your camping trip goes well.",Agreeing to the distribution and expressing gratitude and well-wishes.
casino,532,0,mturk_agent_1,train,"Hey, how are you doing today? are you excited to go camping?",Initiate conversation and express excitement about camping
casino,532,1,mturk_agent_2,train,"I am good. How about you?  Yes, I love camping!",Respond to greeting and express enthusiasm for camping
casino,532,2,mturk_agent_1,train,I am doing great! camping is super enjoyable,Share personal positive sentiment about camping
casino,532,3,mturk_agent_2,train,Do you bring enough stuff?,Inquire about preparedness for camping
casino,532,4,mturk_agent_1,train,"I have some stuff, but I really need a decent amount of firewood. Gets really cold at night where we camp",Express need for firewood and explain why
casino,532,5,mturk_agent_2,train,I am fine with the cold although I might need some to set up the fire. I have a baby with me so I might need to heat up the milk or food.,Share personal tolerance for cold and explain need for firewood due to having a baby
casino,532,6,mturk_agent_1,train,"Oh, I see. How about 2 firewood for you and 2 food. I keep the rest",Propose a distribution of resources
casino,532,7,mturk_agent_2,train,I don't really need food. I can do it with 1 firewood so you can get the rest. But I really need water. We are going hiking and drink a lot.,Decline food  adjust firewood need  and express need for water
casino,532,8,mturk_agent_1,train,"Ok, would you do 1 firewood, 2 water and 1 food then?",Propose a revised distribution of resources
casino,532,9,mturk_agent_2,train,Can I get 3 water and 1 firewood instead?,Request a different distribution of resources
casino,532,10,mturk_agent_1,train,"so I get 2 firewood, and 3 food? Ok I will agree to that",Confirm the proposed distribution and agree to the deal
casino,532,11,mturk_agent_2,train,Great! Sounds like a deal! we have enough food for tonight so I think we will be good.,Express satisfaction with the deal and reassure about food supply
casino,532,12,mturk_agent_1,train,awesome! enjoy your trip,Conclude conversation with well wishes
casino,43,0,mturk_agent_2,train,What are your preferences?  I always love having a big fire at night when I am camping and I do think water is more important than food.,Inquire about preferences and share personal camping habits
casino,43,1,mturk_agent_1,train,"I like to have a lot of food to keep my energy up, but I might need some firewood to cook that food. I can't wait for my camping trip.🙂",Express personal preferences and excitement for camping
casino,43,2,mturk_agent_2,train,"I love camping also!  Yes, I can see how you would need firewood if you want to cook your food.  So, food is more important to you than water?",Express shared interest in camping and seek clarification on priorities
casino,43,3,mturk_agent_1,train,"Yes, I will need a little water to wash that food down with though. Are you going to be needing a lot of water?",Confirm priorities and inquire about the other person's needs
casino,43,4,mturk_agent_2,train,"Yes, I may need more water.  I am on a diet and I don't really cook either!  Hopefully we can work something out here.",State personal needs and express hope for a mutual agreement
casino,43,5,mturk_agent_1,train,"That sounds great. I probably need to go on a diet, but I like my food to much. LOL",Express agreement and share a personal anecdote humorously
casino,43,6,mturk_agent_2,train,"Well, I am pre-diabetic, so I had to do it for my health. I love food, too...especially sugar!  🙂🙂",Explain personal health situation and share a preference humorously
casino,43,7,mturk_agent_1,train,"Oh, that does change things a lot. Diabetes is a hard disease to have to deal with. So you want more firewood than water? And less food than water?",Express empathy and seek clarification on the other person's priorities
casino,43,8,mturk_agent_2,train,"Well, I don't know.  I think I would like more water than firewood, but yes less food than water.  I'm a pretty easy going person though! 🙂",Clarify personal priorities and express flexibility
casino,43,9,mturk_agent_1,train,"Ok, let me know what you think and we will go from there. I do prefer more food and firewood than water though.",Express willingness to negotiate and state personal preferences
casino,43,10,mturk_agent_2,train,"Okay, it sounds like we are pretty agreeable here.  I will wait for you to make an offer if you would like to.",Express agreement and invite the other person to make an offer
casino,162,0,mturk_agent_2,train,Hi buddy. How you doing today? 🙂,Initiate conversation and express friendliness
casino,162,1,mturk_agent_1,train,Great! I'm so excited to go camping this weekend!🙂,Express excitement and share plans
casino,162,2,mturk_agent_2,train,Me too!! Though it's over 100 degrees these days. 😡,Express shared excitement and concern about the weather
casino,162,3,mturk_agent_1,train,Well hopefully it will be cooler up in the mountains. What supplies are you in need of?,Express hope and inquire about needed supplies
casino,162,4,mturk_agent_2,train,I am a big eater. I tend to eat a lot throughout the day. You? 🙂,Share personal habit and inquire about the other person's needs
casino,162,5,mturk_agent_1,train,"Ha I get that! I'll need that too, but mostly water because my family wants to do a lot of hikes.",Show understanding and specify personal needs
casino,162,6,mturk_agent_2,train,"Thirty I see. No problem, we'll work something out. 🙂",Acknowledge and reassure
casino,162,7,mturk_agent_1,train,Do you plan on having lots of campfires?,Inquire about plans for campfires
casino,162,8,mturk_agent_2,train,Probably not since its really hot during these days. How's the weather where you live?🙂,Respond to inquiry and ask about the other person's weather
casino,162,9,mturk_agent_1,train,"Hot here as well. Okay then... How about I'll have 2 waters, 2 firewoods and 1 food, and you 1 water,1 firewood and 2 food?",Share local weather and propose a plan for supplies
casino,76,0,mturk_agent_2,train,"Hi there, I hope I would be able to leave with some needed items",Initiate conversation and express hope to obtain needed items
casino,76,1,mturk_agent_1,train,Likewise! What are you in need of,Express mutual sentiment and inquire about specific needs
casino,76,2,mturk_agent_2,train,The basics of man -  food and water,Specify basic needs (food and water)
casino,76,3,mturk_agent_1,train,"Ah, okay, I could use some of that too! Which one do you need most?",Acknowledge needs and ask for prioritization
casino,76,4,mturk_agent_2,train,water. How about you?,Specify priority (water) and inquire about the other’s priority
casino,76,5,mturk_agent_1,train,"I could use water, too, but I'd be willing to give some up if you give me more items overall",Express willingness to negotiate and propose a trade-off
casino,76,6,mturk_agent_2,train,What is your priority item to get the division started?,Ask for the other’s priority item to start the negotiation
casino,76,7,mturk_agent_1,train,"I would propose that I get 1 water, 1 food and 3 firewood and you would get 2 water and 2 food",Propose a specific division of items
casino,76,8,mturk_agent_2,train,I don't mind the division but I would like a pack of firewood added because my family of 7 consume this item as well during the day & night,Agree to the division but request additional firewood due to family needs
casino,76,9,mturk_agent_1,train,"you would have to give more items up to get firewood. if you get more water, which is our highest item, i need more of other items",State the need for more items in exchange for firewood
casino,76,10,mturk_agent_2,train,"How about 1 water, 2 food and 2 firewood?",Propose a revised division of items
casino,76,11,mturk_agent_1,train,"I don't really need food, to be honest. Food is the least of my worries.",Express disinterest in food and prioritize other items
casino,76,12,mturk_agent_2,train,"how about 1 water, 1 firewood and 3 food ?",Propose another revised division of items
casino,76,13,mturk_agent_1,train,For you?,Seek clarification on the proposed division
casino,76,14,mturk_agent_2,train,yes. I am yet to know your priority. Which I guess should be either water or firewood,Confirm the proposal and inquire about the other’s priority
casino,76,15,mturk_agent_2,train,That deal is not favorable for me,Express dissatisfaction with the current deal
casino,76,16,mturk_agent_1,train,"Feel free to counter, but I'm not loving anything that I've gotten so far.",Encourage counter-proposals and express dissatisfaction with current offers
casino,76,17,mturk_agent_2,train,"1 firewood, 2 water, 1 food for me which should mean we each get 2 priority packs -",Propose a new division aiming for a balanced distribution of priority items
casino,76,18,mturk_agent_1,train,"Feel free to counter, but I haven't liked anything so far.",Encourage counter-proposals and reiterate dissatisfaction
