dataset,dialogue_id,utterance_idx,speaker,split,utterance,intention,donation_amount,donation_made,traditional_summary,scd_summary,scm_summary,binary_label,category
P4G,20180719-181845_211_live,1,ER,train,How're you doing today?,Inquiring about the other person's well-being,0.0,0,"ER and EE discuss the topic of donating to charities. ER shares a personal story about their nephew, who received help from Save the Children after a medical emergency. This experience prompts ER to consider donating to the charity, and EE expresses willingness to contribute as well. They discuss donation methods and amounts, with EE deciding to donate $20 through the website and considering an additional $2 from a task payment.","The conversation begins with a casual exchange of greetings and well-being checks. ER then shifts the focus to a discussion about donations, sharing a personal story to illustrate the impact of charitable contributions. EE expresses empathy and concern, which ER uses to build a case for donating to a specific charity. As the conversation progresses, EE becomes more receptive to the idea of donating, ultimately agreeing to contribute both through the task and directly via the charity's website.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by expressing concern for their nephew and gratitude towards EE for considering a donation. ER's competence is high as they provide detailed information about the charity and the situation, showing they are informed and capable of discussing the topic effectively.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE shows high warmth by expressing empathy and concern for ER's nephew and willingness to donate. EE's competence is high as they engage thoughtfully in the conversation, ask relevant questions, and make informed decisions about donating.",0,expressed_donate_did
P4G,20180719-181845_211_live,2,EE,train,"Hey, kind of tired but overall good.",Responding to the inquiry and sharing personal state,0.0,0,"ER and EE discuss the topic of donating to charities. ER shares a personal story about their nephew, who received help from Save the Children after a medical emergency. This experience prompts ER to consider donating to the charity, and EE expresses willingness to contribute as well. They discuss donation methods and amounts, with EE deciding to donate $20 through the website and considering an additional $2 from a task payment.","The conversation begins with a casual exchange of greetings and well-being checks. ER then shifts the focus to a discussion about donations, sharing a personal story to illustrate the impact of charitable contributions. EE expresses empathy and concern, which ER uses to build a case for donating to a specific charity. As the conversation progresses, EE becomes more receptive to the idea of donating, ultimately agreeing to contribute both through the task and directly via the charity's website.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by expressing concern for their nephew and gratitude towards EE for considering a donation. ER's competence is high as they provide detailed information about the charity and the situation, showing they are informed and capable of discussing the topic effectively.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE shows high warmth by expressing empathy and concern for ER's nephew and willingness to donate. EE's competence is high as they engage thoughtfully in the conversation, ask relevant questions, and make informed decisions about donating.",0,expressed_donate_did
P4G,20180719-181845_211_live,3,EE,train,How are you?,Returning the inquiry about well-being,0.0,0,"ER and EE discuss the topic of donating to charities. ER shares a personal story about their nephew, who received help from Save the Children after a medical emergency. This experience prompts ER to consider donating to the charity, and EE expresses willingness to contribute as well. They discuss donation methods and amounts, with EE deciding to donate $20 through the website and considering an additional $2 from a task payment.","The conversation begins with a casual exchange of greetings and well-being checks. ER then shifts the focus to a discussion about donations, sharing a personal story to illustrate the impact of charitable contributions. EE expresses empathy and concern, which ER uses to build a case for donating to a specific charity. As the conversation progresses, EE becomes more receptive to the idea of donating, ultimately agreeing to contribute both through the task and directly via the charity's website.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by expressing concern for their nephew and gratitude towards EE for considering a donation. ER's competence is high as they provide detailed information about the charity and the situation, showing they are informed and capable of discussing the topic effectively.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE shows high warmth by expressing empathy and concern for ER's nephew and willingness to donate. EE's competence is high as they engage thoughtfully in the conversation, ask relevant questions, and make informed decisions about donating.",0,expressed_donate_did
P4G,20180719-181845_211_live,4,ER,train,I'm doing alright.,Responding to the inquiry about well-being,0.0,0,"ER and EE discuss the topic of donating to charities. ER shares a personal story about their nephew, who received help from Save the Children after a medical emergency. This experience prompts ER to consider donating to the charity, and EE expresses willingness to contribute as well. They discuss donation methods and amounts, with EE deciding to donate $20 through the website and considering an additional $2 from a task payment.","The conversation begins with a casual exchange of greetings and well-being checks. ER then shifts the focus to a discussion about donations, sharing a personal story to illustrate the impact of charitable contributions. EE expresses empathy and concern, which ER uses to build a case for donating to a specific charity. As the conversation progresses, EE becomes more receptive to the idea of donating, ultimately agreeing to contribute both through the task and directly via the charity's website.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by expressing concern for their nephew and gratitude towards EE for considering a donation. ER's competence is high as they provide detailed information about the charity and the situation, showing they are informed and capable of discussing the topic effectively.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE shows high warmth by expressing empathy and concern for ER's nephew and willingness to donate. EE's competence is high as they engage thoughtfully in the conversation, ask relevant questions, and make informed decisions about donating.",0,expressed_donate_did
P4G,20180719-181845_211_live,5,ER,train,I just had a thought on my mind that I wanted to ask you about,Introducing a topic they want to discuss,0.0,0,"ER and EE discuss the topic of donating to charities. ER shares a personal story about their nephew, who received help from Save the Children after a medical emergency. This experience prompts ER to consider donating to the charity, and EE expresses willingness to contribute as well. They discuss donation methods and amounts, with EE deciding to donate $20 through the website and considering an additional $2 from a task payment.","The conversation begins with a casual exchange of greetings and well-being checks. ER then shifts the focus to a discussion about donations, sharing a personal story to illustrate the impact of charitable contributions. EE expresses empathy and concern, which ER uses to build a case for donating to a specific charity. As the conversation progresses, EE becomes more receptive to the idea of donating, ultimately agreeing to contribute both through the task and directly via the charity's website.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by expressing concern for their nephew and gratitude towards EE for considering a donation. ER's competence is high as they provide detailed information about the charity and the situation, showing they are informed and capable of discussing the topic effectively.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE shows high warmth by expressing empathy and concern for ER's nephew and willingness to donate. EE's competence is high as they engage thoughtfully in the conversation, ask relevant questions, and make informed decisions about donating.",0,expressed_donate_did
P4G,20180719-181845_211_live,6,EE,train,Yea?,Expressing interest and prompting to continue,0.0,0,"ER and EE discuss the topic of donating to charities. ER shares a personal story about their nephew, who received help from Save the Children after a medical emergency. This experience prompts ER to consider donating to the charity, and EE expresses willingness to contribute as well. They discuss donation methods and amounts, with EE deciding to donate $20 through the website and considering an additional $2 from a task payment.","The conversation begins with a casual exchange of greetings and well-being checks. ER then shifts the focus to a discussion about donations, sharing a personal story to illustrate the impact of charitable contributions. EE expresses empathy and concern, which ER uses to build a case for donating to a specific charity. As the conversation progresses, EE becomes more receptive to the idea of donating, ultimately agreeing to contribute both through the task and directly via the charity's website.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by expressing concern for their nephew and gratitude towards EE for considering a donation. ER's competence is high as they provide detailed information about the charity and the situation, showing they are informed and capable of discussing the topic effectively.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE shows high warmth by expressing empathy and concern for ER's nephew and willingness to donate. EE's competence is high as they engage thoughtfully in the conversation, ask relevant questions, and make informed decisions about donating.",0,expressed_donate_did
P4G,20180719-181845_211_live,7,EE,train,Go for it.,Encouraging the other person to proceed with their topic,0.0,0,"ER and EE discuss the topic of donating to charities. ER shares a personal story about their nephew, who received help from Save the Children after a medical emergency. This experience prompts ER to consider donating to the charity, and EE expresses willingness to contribute as well. They discuss donation methods and amounts, with EE deciding to donate $20 through the website and considering an additional $2 from a task payment.","The conversation begins with a casual exchange of greetings and well-being checks. ER then shifts the focus to a discussion about donations, sharing a personal story to illustrate the impact of charitable contributions. EE expresses empathy and concern, which ER uses to build a case for donating to a specific charity. As the conversation progresses, EE becomes more receptive to the idea of donating, ultimately agreeing to contribute both through the task and directly via the charity's website.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by expressing concern for their nephew and gratitude towards EE for considering a donation. ER's competence is high as they provide detailed information about the charity and the situation, showing they are informed and capable of discussing the topic effectively.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE shows high warmth by expressing empathy and concern for ER's nephew and willingness to donate. EE's competence is high as they engage thoughtfully in the conversation, ask relevant questions, and make informed decisions about donating.",0,expressed_donate_did
P4G,20180719-181845_211_live,8,ER,train,Do you donate when you get the chance?,Asking a question about the other person's donation habits,0.0,0,"ER and EE discuss the topic of donating to charities. ER shares a personal story about their nephew, who received help from Save the Children after a medical emergency. This experience prompts ER to consider donating to the charity, and EE expresses willingness to contribute as well. They discuss donation methods and amounts, with EE deciding to donate $20 through the website and considering an additional $2 from a task payment.","The conversation begins with a casual exchange of greetings and well-being checks. ER then shifts the focus to a discussion about donations, sharing a personal story to illustrate the impact of charitable contributions. EE expresses empathy and concern, which ER uses to build a case for donating to a specific charity. As the conversation progresses, EE becomes more receptive to the idea of donating, ultimately agreeing to contribute both through the task and directly via the charity's website.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by expressing concern for their nephew and gratitude towards EE for considering a donation. ER's competence is high as they provide detailed information about the charity and the situation, showing they are informed and capable of discussing the topic effectively.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE shows high warmth by expressing empathy and concern for ER's nephew and willingness to donate. EE's competence is high as they engage thoughtfully in the conversation, ask relevant questions, and make informed decisions about donating.",0,expressed_donate_did
P4G,20180719-181845_211_live,9,ER,train,"I was thinking about how everywhere you go, they ask you to donate .50 here and your change there.",Providing context and elaborating on the topic of donations,0.0,0,"ER and EE discuss the topic of donating to charities. ER shares a personal story about their nephew, who received help from Save the Children after a medical emergency. This experience prompts ER to consider donating to the charity, and EE expresses willingness to contribute as well. They discuss donation methods and amounts, with EE deciding to donate $20 through the website and considering an additional $2 from a task payment.","The conversation begins with a casual exchange of greetings and well-being checks. ER then shifts the focus to a discussion about donations, sharing a personal story to illustrate the impact of charitable contributions. EE expresses empathy and concern, which ER uses to build a case for donating to a specific charity. As the conversation progresses, EE becomes more receptive to the idea of donating, ultimately agreeing to contribute both through the task and directly via the charity's website.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by expressing concern for their nephew and gratitude towards EE for considering a donation. ER's competence is high as they provide detailed information about the charity and the situation, showing they are informed and capable of discussing the topic effectively.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE shows high warmth by expressing empathy and concern for ER's nephew and willingness to donate. EE's competence is high as they engage thoughtfully in the conversation, ask relevant questions, and make informed decisions about donating.",0,expressed_donate_did
P4G,20180719-181845_211_live,10,ER,train,I think I need to actually start donating.,Expressing a personal intention to start donating,0.0,0,"ER and EE discuss the topic of donating to charities. ER shares a personal story about their nephew, who received help from Save the Children after a medical emergency. This experience prompts ER to consider donating to the charity, and EE expresses willingness to contribute as well. They discuss donation methods and amounts, with EE deciding to donate $20 through the website and considering an additional $2 from a task payment.","The conversation begins with a casual exchange of greetings and well-being checks. ER then shifts the focus to a discussion about donations, sharing a personal story to illustrate the impact of charitable contributions. EE expresses empathy and concern, which ER uses to build a case for donating to a specific charity. As the conversation progresses, EE becomes more receptive to the idea of donating, ultimately agreeing to contribute both through the task and directly via the charity's website.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by expressing concern for their nephew and gratitude towards EE for considering a donation. ER's competence is high as they provide detailed information about the charity and the situation, showing they are informed and capable of discussing the topic effectively.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE shows high warmth by expressing empathy and concern for ER's nephew and willingness to donate. EE's competence is high as they engage thoughtfully in the conversation, ask relevant questions, and make informed decisions about donating.",0,expressed_donate_did
P4G,20180719-181845_211_live,11,ER,train,How does it make you feel?,Asking for the other person's feelings on the topic,0.0,0,"ER and EE discuss the topic of donating to charities. ER shares a personal story about their nephew, who received help from Save the Children after a medical emergency. This experience prompts ER to consider donating to the charity, and EE expresses willingness to contribute as well. They discuss donation methods and amounts, with EE deciding to donate $20 through the website and considering an additional $2 from a task payment.","The conversation begins with a casual exchange of greetings and well-being checks. ER then shifts the focus to a discussion about donations, sharing a personal story to illustrate the impact of charitable contributions. EE expresses empathy and concern, which ER uses to build a case for donating to a specific charity. As the conversation progresses, EE becomes more receptive to the idea of donating, ultimately agreeing to contribute both through the task and directly via the charity's website.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by expressing concern for their nephew and gratitude towards EE for considering a donation. ER's competence is high as they provide detailed information about the charity and the situation, showing they are informed and capable of discussing the topic effectively.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE shows high warmth by expressing empathy and concern for ER's nephew and willingness to donate. EE's competence is high as they engage thoughtfully in the conversation, ask relevant questions, and make informed decisions about donating.",0,expressed_donate_did
P4G,20180719-181845_211_live,12,ER,train,Do you donate?,Reiterating the question about donation habits,0.0,0,"ER and EE discuss the topic of donating to charities. ER shares a personal story about their nephew, who received help from Save the Children after a medical emergency. This experience prompts ER to consider donating to the charity, and EE expresses willingness to contribute as well. They discuss donation methods and amounts, with EE deciding to donate $20 through the website and considering an additional $2 from a task payment.","The conversation begins with a casual exchange of greetings and well-being checks. ER then shifts the focus to a discussion about donations, sharing a personal story to illustrate the impact of charitable contributions. EE expresses empathy and concern, which ER uses to build a case for donating to a specific charity. As the conversation progresses, EE becomes more receptive to the idea of donating, ultimately agreeing to contribute both through the task and directly via the charity's website.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by expressing concern for their nephew and gratitude towards EE for considering a donation. ER's competence is high as they provide detailed information about the charity and the situation, showing they are informed and capable of discussing the topic effectively.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE shows high warmth by expressing empathy and concern for ER's nephew and willingness to donate. EE's competence is high as they engage thoughtfully in the conversation, ask relevant questions, and make informed decisions about donating.",0,expressed_donate_did
P4G,20180719-181845_211_live,13,EE,train,I don't like to donate to for profit businesses.,Expressing a personal stance on donating to for-profit businesses,0.0,0,"ER and EE discuss the topic of donating to charities. ER shares a personal story about their nephew, who received help from Save the Children after a medical emergency. This experience prompts ER to consider donating to the charity, and EE expresses willingness to contribute as well. They discuss donation methods and amounts, with EE deciding to donate $20 through the website and considering an additional $2 from a task payment.","The conversation begins with a casual exchange of greetings and well-being checks. ER then shifts the focus to a discussion about donations, sharing a personal story to illustrate the impact of charitable contributions. EE expresses empathy and concern, which ER uses to build a case for donating to a specific charity. As the conversation progresses, EE becomes more receptive to the idea of donating, ultimately agreeing to contribute both through the task and directly via the charity's website.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by expressing concern for their nephew and gratitude towards EE for considering a donation. ER's competence is high as they provide detailed information about the charity and the situation, showing they are informed and capable of discussing the topic effectively.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE shows high warmth by expressing empathy and concern for ER's nephew and willingness to donate. EE's competence is high as they engage thoughtfully in the conversation, ask relevant questions, and make informed decisions about donating.",0,expressed_donate_did
P4G,20180719-181845_211_live,14,EE,train,I feel like they'll just take my donation and get their tax credit.,Explaining the reasoning behind their stance,0.0,0,"ER and EE discuss the topic of donating to charities. ER shares a personal story about their nephew, who received help from Save the Children after a medical emergency. This experience prompts ER to consider donating to the charity, and EE expresses willingness to contribute as well. They discuss donation methods and amounts, with EE deciding to donate $20 through the website and considering an additional $2 from a task payment.","The conversation begins with a casual exchange of greetings and well-being checks. ER then shifts the focus to a discussion about donations, sharing a personal story to illustrate the impact of charitable contributions. EE expresses empathy and concern, which ER uses to build a case for donating to a specific charity. As the conversation progresses, EE becomes more receptive to the idea of donating, ultimately agreeing to contribute both through the task and directly via the charity's website.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by expressing concern for their nephew and gratitude towards EE for considering a donation. ER's competence is high as they provide detailed information about the charity and the situation, showing they are informed and capable of discussing the topic effectively.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE shows high warmth by expressing empathy and concern for ER's nephew and willingness to donate. EE's competence is high as they engage thoughtfully in the conversation, ask relevant questions, and make informed decisions about donating.",0,expressed_donate_did
P4G,20180719-181845_211_live,15,ER,train,How do you feel about Save the Children?,Asking for the other person's opinion on a specific charity,0.0,0,"ER and EE discuss the topic of donating to charities. ER shares a personal story about their nephew, who received help from Save the Children after a medical emergency. This experience prompts ER to consider donating to the charity, and EE expresses willingness to contribute as well. They discuss donation methods and amounts, with EE deciding to donate $20 through the website and considering an additional $2 from a task payment.","The conversation begins with a casual exchange of greetings and well-being checks. ER then shifts the focus to a discussion about donations, sharing a personal story to illustrate the impact of charitable contributions. EE expresses empathy and concern, which ER uses to build a case for donating to a specific charity. As the conversation progresses, EE becomes more receptive to the idea of donating, ultimately agreeing to contribute both through the task and directly via the charity's website.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by expressing concern for their nephew and gratitude towards EE for considering a donation. ER's competence is high as they provide detailed information about the charity and the situation, showing they are informed and capable of discussing the topic effectively.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE shows high warmth by expressing empathy and concern for ER's nephew and willingness to donate. EE's competence is high as they engage thoughtfully in the conversation, ask relevant questions, and make informed decisions about donating.",0,expressed_donate_did
P4G,20180719-181845_211_live,16,ER,train,My nephew had to get taken into the hospital not too long ago and I just got the letter in the mail saying they used Save the Childrens donation money to help him.,Sharing a personal story related to the charity,0.0,0,"ER and EE discuss the topic of donating to charities. ER shares a personal story about their nephew, who received help from Save the Children after a medical emergency. This experience prompts ER to consider donating to the charity, and EE expresses willingness to contribute as well. They discuss donation methods and amounts, with EE deciding to donate $20 through the website and considering an additional $2 from a task payment.","The conversation begins with a casual exchange of greetings and well-being checks. ER then shifts the focus to a discussion about donations, sharing a personal story to illustrate the impact of charitable contributions. EE expresses empathy and concern, which ER uses to build a case for donating to a specific charity. As the conversation progresses, EE becomes more receptive to the idea of donating, ultimately agreeing to contribute both through the task and directly via the charity's website.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by expressing concern for their nephew and gratitude towards EE for considering a donation. ER's competence is high as they provide detailed information about the charity and the situation, showing they are informed and capable of discussing the topic effectively.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE shows high warmth by expressing empathy and concern for ER's nephew and willingness to donate. EE's competence is high as they engage thoughtfully in the conversation, ask relevant questions, and make informed decisions about donating.",0,expressed_donate_did
P4G,20180719-181845_211_live,17,ER,train,I'm thinking about donating to them.,Expressing an intention to donate to the charity,0.0,0,"ER and EE discuss the topic of donating to charities. ER shares a personal story about their nephew, who received help from Save the Children after a medical emergency. This experience prompts ER to consider donating to the charity, and EE expresses willingness to contribute as well. They discuss donation methods and amounts, with EE deciding to donate $20 through the website and considering an additional $2 from a task payment.","The conversation begins with a casual exchange of greetings and well-being checks. ER then shifts the focus to a discussion about donations, sharing a personal story to illustrate the impact of charitable contributions. EE expresses empathy and concern, which ER uses to build a case for donating to a specific charity. As the conversation progresses, EE becomes more receptive to the idea of donating, ultimately agreeing to contribute both through the task and directly via the charity's website.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by expressing concern for their nephew and gratitude towards EE for considering a donation. ER's competence is high as they provide detailed information about the charity and the situation, showing they are informed and capable of discussing the topic effectively.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE shows high warmth by expressing empathy and concern for ER's nephew and willingness to donate. EE's competence is high as they engage thoughtfully in the conversation, ask relevant questions, and make informed decisions about donating.",0,expressed_donate_did
P4G,20180719-181845_211_live,18,EE,train,I'm sorry to hear about your nephew?,Expressing sympathy for the situation,0.0,0,"ER and EE discuss the topic of donating to charities. ER shares a personal story about their nephew, who received help from Save the Children after a medical emergency. This experience prompts ER to consider donating to the charity, and EE expresses willingness to contribute as well. They discuss donation methods and amounts, with EE deciding to donate $20 through the website and considering an additional $2 from a task payment.","The conversation begins with a casual exchange of greetings and well-being checks. ER then shifts the focus to a discussion about donations, sharing a personal story to illustrate the impact of charitable contributions. EE expresses empathy and concern, which ER uses to build a case for donating to a specific charity. As the conversation progresses, EE becomes more receptive to the idea of donating, ultimately agreeing to contribute both through the task and directly via the charity's website.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by expressing concern for their nephew and gratitude towards EE for considering a donation. ER's competence is high as they provide detailed information about the charity and the situation, showing they are informed and capable of discussing the topic effectively.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE shows high warmth by expressing empathy and concern for ER's nephew and willingness to donate. EE's competence is high as they engage thoughtfully in the conversation, ask relevant questions, and make informed decisions about donating.",0,expressed_donate_did
P4G,20180719-181845_211_live,19,EE,train,"What happened, if you don't mind me asking.",Inquiring further about the situation,0.0,0,"ER and EE discuss the topic of donating to charities. ER shares a personal story about their nephew, who received help from Save the Children after a medical emergency. This experience prompts ER to consider donating to the charity, and EE expresses willingness to contribute as well. They discuss donation methods and amounts, with EE deciding to donate $20 through the website and considering an additional $2 from a task payment.","The conversation begins with a casual exchange of greetings and well-being checks. ER then shifts the focus to a discussion about donations, sharing a personal story to illustrate the impact of charitable contributions. EE expresses empathy and concern, which ER uses to build a case for donating to a specific charity. As the conversation progresses, EE becomes more receptive to the idea of donating, ultimately agreeing to contribute both through the task and directly via the charity's website.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by expressing concern for their nephew and gratitude towards EE for considering a donation. ER's competence is high as they provide detailed information about the charity and the situation, showing they are informed and capable of discussing the topic effectively.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE shows high warmth by expressing empathy and concern for ER's nephew and willingness to donate. EE's competence is high as they engage thoughtfully in the conversation, ask relevant questions, and make informed decisions about donating.",0,expressed_donate_did
P4G,20180719-181845_211_live,20,ER,train,We found out the hard way that he has actual celiacs (sorry I can't spell too well) and he has an allergic reaction to the cake on his birthday.,Explaining the medical condition and incident involving their nephew,0.0,0,"ER and EE discuss the topic of donating to charities. ER shares a personal story about their nephew, who received help from Save the Children after a medical emergency. This experience prompts ER to consider donating to the charity, and EE expresses willingness to contribute as well. They discuss donation methods and amounts, with EE deciding to donate $20 through the website and considering an additional $2 from a task payment.","The conversation begins with a casual exchange of greetings and well-being checks. ER then shifts the focus to a discussion about donations, sharing a personal story to illustrate the impact of charitable contributions. EE expresses empathy and concern, which ER uses to build a case for donating to a specific charity. As the conversation progresses, EE becomes more receptive to the idea of donating, ultimately agreeing to contribute both through the task and directly via the charity's website.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by expressing concern for their nephew and gratitude towards EE for considering a donation. ER's competence is high as they provide detailed information about the charity and the situation, showing they are informed and capable of discussing the topic effectively.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE shows high warmth by expressing empathy and concern for ER's nephew and willingness to donate. EE's competence is high as they engage thoughtfully in the conversation, ask relevant questions, and make informed decisions about donating.",0,expressed_donate_did
P4G,20180719-181845_211_live,21,ER,train,He went through a TON of testing and that's how they caught it.,Providing additional details about the medical testing,0.0,0,"ER and EE discuss the topic of donating to charities. ER shares a personal story about their nephew, who received help from Save the Children after a medical emergency. This experience prompts ER to consider donating to the charity, and EE expresses willingness to contribute as well. They discuss donation methods and amounts, with EE deciding to donate $20 through the website and considering an additional $2 from a task payment.","The conversation begins with a casual exchange of greetings and well-being checks. ER then shifts the focus to a discussion about donations, sharing a personal story to illustrate the impact of charitable contributions. EE expresses empathy and concern, which ER uses to build a case for donating to a specific charity. As the conversation progresses, EE becomes more receptive to the idea of donating, ultimately agreeing to contribute both through the task and directly via the charity's website.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by expressing concern for their nephew and gratitude towards EE for considering a donation. ER's competence is high as they provide detailed information about the charity and the situation, showing they are informed and capable of discussing the topic effectively.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE shows high warmth by expressing empathy and concern for ER's nephew and willingness to donate. EE's competence is high as they engage thoughtfully in the conversation, ask relevant questions, and make informed decisions about donating.",0,expressed_donate_did
P4G,20180719-181845_211_live,22,ER,train,He has to stay overnight at the hospital for a few weeks and his parents just couldn't afford it.,Describing the financial difficulty faced by the family,0.0,0,"ER and EE discuss the topic of donating to charities. ER shares a personal story about their nephew, who received help from Save the Children after a medical emergency. This experience prompts ER to consider donating to the charity, and EE expresses willingness to contribute as well. They discuss donation methods and amounts, with EE deciding to donate $20 through the website and considering an additional $2 from a task payment.","The conversation begins with a casual exchange of greetings and well-being checks. ER then shifts the focus to a discussion about donations, sharing a personal story to illustrate the impact of charitable contributions. EE expresses empathy and concern, which ER uses to build a case for donating to a specific charity. As the conversation progresses, EE becomes more receptive to the idea of donating, ultimately agreeing to contribute both through the task and directly via the charity's website.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by expressing concern for their nephew and gratitude towards EE for considering a donation. ER's competence is high as they provide detailed information about the charity and the situation, showing they are informed and capable of discussing the topic effectively.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE shows high warmth by expressing empathy and concern for ER's nephew and willingness to donate. EE's competence is high as they engage thoughtfully in the conversation, ask relevant questions, and make informed decisions about donating.",0,expressed_donate_did
P4G,20180719-181845_211_live,23,ER,train,That's when Save the Children came around to help,Explaining how the charity helped in the situation,0.0,0,"ER and EE discuss the topic of donating to charities. ER shares a personal story about their nephew, who received help from Save the Children after a medical emergency. This experience prompts ER to consider donating to the charity, and EE expresses willingness to contribute as well. They discuss donation methods and amounts, with EE deciding to donate $20 through the website and considering an additional $2 from a task payment.","The conversation begins with a casual exchange of greetings and well-being checks. ER then shifts the focus to a discussion about donations, sharing a personal story to illustrate the impact of charitable contributions. EE expresses empathy and concern, which ER uses to build a case for donating to a specific charity. As the conversation progresses, EE becomes more receptive to the idea of donating, ultimately agreeing to contribute both through the task and directly via the charity's website.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by expressing concern for their nephew and gratitude towards EE for considering a donation. ER's competence is high as they provide detailed information about the charity and the situation, showing they are informed and capable of discussing the topic effectively.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE shows high warmth by expressing empathy and concern for ER's nephew and willingness to donate. EE's competence is high as they engage thoughtfully in the conversation, ask relevant questions, and make informed decisions about donating.",0,expressed_donate_did
P4G,20180719-181845_211_live,24,EE,train,Oh my gosh.,Expressing shock and sympathy,0.0,0,"ER and EE discuss the topic of donating to charities. ER shares a personal story about their nephew, who received help from Save the Children after a medical emergency. This experience prompts ER to consider donating to the charity, and EE expresses willingness to contribute as well. They discuss donation methods and amounts, with EE deciding to donate $20 through the website and considering an additional $2 from a task payment.","The conversation begins with a casual exchange of greetings and well-being checks. ER then shifts the focus to a discussion about donations, sharing a personal story to illustrate the impact of charitable contributions. EE expresses empathy and concern, which ER uses to build a case for donating to a specific charity. As the conversation progresses, EE becomes more receptive to the idea of donating, ultimately agreeing to contribute both through the task and directly via the charity's website.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by expressing concern for their nephew and gratitude towards EE for considering a donation. ER's competence is high as they provide detailed information about the charity and the situation, showing they are informed and capable of discussing the topic effectively.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE shows high warmth by expressing empathy and concern for ER's nephew and willingness to donate. EE's competence is high as they engage thoughtfully in the conversation, ask relevant questions, and make informed decisions about donating.",0,expressed_donate_did
