dataset,dialogue_id,utterance_idx,speaker,utterance,gpt-4o_speaker_intention,Salary,Position,Weekly holiday,Workplace,Company
ji,8b3ed59e-1d6e-11e9-b71f-6c96cfdf0295,4,recruiter,I understand the importance of location and job title. Do you have any preferences on the weekly holiday?,Seeking additional preferences regarding weekly holidays,26.0,Sales,3.0,Sydney,Facebook
ji,8b3ed59e-1d6e-11e9-b71f-6c96cfdf0295,5,worker,Weekday Holidays are also something rather important but if I can get the location that is ideal I can be flexible on weekday.  If not favorable location I will need more weekday for travel time,Expressing flexibility on weekday holidays if the location is ideal  otherwise requesting more holidays for travel,26.0,Sales,3.0,Sydney,Facebook
ji,8b3f9380-1d6e-11e9-966c-6c96cfdf0295,0,worker,hello,Initiate conversation,32.0,Designer,3.0,Seoul,Google
ji,8b3f9380-1d6e-11e9-966c-6c96cfdf0295,1,recruiter,Hey I have a nice job in Seoul!!!,Express excitement and introduce a job opportunity,32.0,Designer,3.0,Seoul,Google
ji,8b3f9380-1d6e-11e9-966c-6c96cfdf0295,2,worker,can I get a designer at Google?,Inquire about a specific job position at Google,32.0,Designer,3.0,Seoul,Google
ji,8b3f9380-1d6e-11e9-966c-6c96cfdf0295,3,recruiter,Would you be interested in becoming a designer for Google?,Clarify and confirm interest in the Google designer position,32.0,Designer,3.0,Seoul,Google
ji,8b3f9380-1d6e-11e9-966c-6c96cfdf0295,4,recruiter,Yeah totally!,Affirm the possibility of the Google position,32.0,Designer,3.0,Seoul,Google
ji,8b3f9380-1d6e-11e9-966c-6c96cfdf0295,5,worker,cool,Express approval or interest,32.0,Designer,3.0,Seoul,Google
ji,8b3f9380-1d6e-11e9-966c-6c96cfdf0295,6,recruiter,how about 31 per hour?,Propose an hourly rate for the job,32.0,Designer,3.0,Seoul,Google
ji,8b3f9380-1d6e-11e9-966c-6c96cfdf0295,7,recruiter,meet me in the middle,Encourage negotiation or compromise,32.0,Designer,3.0,Seoul,Google
ji,8b40577a-1d6e-11e9-a70f-6c96cfdf0295,0,recruiter,hey hi hello,Initiate conversation,30.0,Manager,2.0,Seoul,Facebook
ji,8b40577a-1d6e-11e9-a70f-6c96cfdf0295,1,worker,Hello there!,Respond to greeting,30.0,Manager,2.0,Seoul,Facebook
ji,8b40577a-1d6e-11e9-a70f-6c96cfdf0295,2,recruiter,what categories are most important to you,Inquire about worker's priorities,30.0,Manager,2.0,Seoul,Facebook
ji,8b40577a-1d6e-11e9-a70f-6c96cfdf0295,3,worker,"Well, the company and location are very important to me",Express personal priorities,30.0,Manager,2.0,Seoul,Facebook
ji,8b40577a-1d6e-11e9-a70f-6c96cfdf0295,4,worker,what about you?,Seek recruiter's priorities,30.0,Manager,2.0,Seoul,Facebook
ji,8b40577a-1d6e-11e9-a70f-6c96cfdf0295,5,recruiter,position&company and weekly holiday are important for me,Share personal priorities,30.0,Manager,2.0,Seoul,Facebook
ji,8b40577a-1d6e-11e9-a70f-6c96cfdf0295,6,worker,"Ok, great",Acknowledge recruiter's response,30.0,Manager,2.0,Seoul,Facebook
ji,8b40577a-1d6e-11e9-a70f-6c96cfdf0295,7,worker,What is your position on Facebook?,Inquire about recruiter's position at Facebook,30.0,Manager,2.0,Seoul,Facebook
ji,8b40577a-1d6e-11e9-a70f-6c96cfdf0295,8,worker,I feel that company suits me very well,Express interest in Facebook,30.0,Manager,2.0,Seoul,Facebook
ji,8b40577a-1d6e-11e9-a70f-6c96cfdf0295,9,recruiter,i can put you with facebook,Offer to connect worker with Facebook,30.0,Manager,2.0,Seoul,Facebook
ji,8b40577a-1d6e-11e9-a70f-6c96cfdf0295,10,recruiter,let me put together a proposal,Indicate intention to create a proposal,30.0,Manager,2.0,Seoul,Facebook
ji,8b40577a-1d6e-11e9-a70f-6c96cfdf0295,11,worker,Sales is possible?,Inquire about the possibility of a sales position,30.0,Manager,2.0,Seoul,Facebook
ji,8b40577a-1d6e-11e9-a70f-6c96cfdf0295,12,worker,"Also, how about Seoul as the city of placement?",Inquire about Seoul as a placement location,30.0,Manager,2.0,Seoul,Facebook
ji,8b40577a-1d6e-11e9-a70f-6c96cfdf0295,13,worker,"Ok, I feel like this is a good starting point, let's work from here",Express willingness to start negotiations,30.0,Manager,2.0,Seoul,Facebook
ji,8b40577a-1d6e-11e9-a70f-6c96cfdf0295,14,worker,I'm actually even willing to go down to 2 (!!) days on holiday,Indicate flexibility on holiday days,30.0,Manager,2.0,Seoul,Facebook
ji,8b41e766-1d6e-11e9-83f9-6c96cfdf0295,0,recruiter,Hello!,Initiate conversation,30.0,Manager,3.0,Beijing,Amazon
ji,8b41e766-1d6e-11e9-83f9-6c96cfdf0295,1,worker,"Hiya, I really would like to be a designer or manager",Express career interests,30.0,Manager,3.0,Beijing,Amazon
ji,8b41e766-1d6e-11e9-83f9-6c96cfdf0295,2,recruiter,Would you be interested in becoming a salesperson at Facebook,Offer a job opportunity,30.0,Manager,3.0,Beijing,Amazon
ji,8b41e766-1d6e-11e9-83f9-6c96cfdf0295,3,worker,"I hate, sales, sorry",Express dislike for sales,30.0,Manager,3.0,Beijing,Amazon
ji,8b41e766-1d6e-11e9-83f9-6c96cfdf0295,4,recruiter,oh let me look if I have anythign in those two fields,Show willingness to find suitable positions,30.0,Manager,3.0,Beijing,Amazon
ji,8b41e766-1d6e-11e9-83f9-6c96cfdf0295,5,recruiter,how about manager at FB?,Offer a managerial position,30.0,Manager,3.0,Beijing,Amazon
ji,8b41e766-1d6e-11e9-83f9-6c96cfdf0295,6,worker,"Facebook is a bad company to work for, anything else?",Express negative opinion about Facebook,30.0,Manager,3.0,Beijing,Amazon
ji,8b41e766-1d6e-11e9-83f9-6c96cfdf0295,7,recruiter,why do you say that?,Seek clarification on worker's opinion,30.0,Manager,3.0,Beijing,Amazon
ji,8b41e766-1d6e-11e9-83f9-6c96cfdf0295,8,recruiter,heard its a good place. my friends work they and they love the environment,Share positive feedback about Facebook,30.0,Manager,3.0,Beijing,Amazon
ji,8b41e766-1d6e-11e9-83f9-6c96cfdf0295,9,recruiter,has awesome benefits as well,Highlight benefits of working at Facebook,30.0,Manager,3.0,Beijing,Amazon
ji,8b43581c-1d6e-11e9-b614-6c96cfdf0295,0,worker,"Hi, I'm wanting a job at Apple.",Expressing a desire to work at Apple,43.0,Manager,3.0,Beijing,Apple
ji,8b43581c-1d6e-11e9-b614-6c96cfdf0295,1,recruiter,Hi!  I have a position open in Sales at Apple!,Offering a job position in Sales at Apple,43.0,Manager,3.0,Beijing,Apple
ji,8b43581c-1d6e-11e9-b614-6c96cfdf0295,2,worker,Sales is good but I'd prefer manager is possible.,Expressing a preference for a managerial position,43.0,Manager,3.0,Beijing,Apple
ji,8b43581c-1d6e-11e9-b614-6c96cfdf0295,3,recruiter,I could do manager only if it's in Sydney.,Offering a managerial position with the condition of being in Sydney,43.0,Manager,3.0,Beijing,Apple
ji,8b43581c-1d6e-11e9-b614-6c96cfdf0295,4,worker,"Nah, I can't do Sydney. Was wanting Bejing.",Expressing inability to work in Sydney and a preference for Beijing,43.0,Manager,3.0,Beijing,Apple
ji,8b43581c-1d6e-11e9-b614-6c96cfdf0295,5,recruiter,I can only do Bejing if you can do 2 weekly holidays,Setting a condition for working in Beijing with limited holidays,43.0,Manager,3.0,Beijing,Apple
ji,8b43581c-1d6e-11e9-b614-6c96cfdf0295,6,worker,Two really isn't enough.,Expressing dissatisfaction with the number of holidays,43.0,Manager,3.0,Beijing,Apple
ji,8b43581c-1d6e-11e9-b614-6c96cfdf0295,7,recruiter,I could do 3 if the job was in Sydney.,Offering more holidays if the job is in Sydney,43.0,Manager,3.0,Beijing,Apple
ji,8b440e68-1d6e-11e9-9585-6c96cfdf0295,0,worker,"Hello there, friend!",To greet the recruiter in a friendly manner,25.0,Designer,4.0,Tokyo,Google
ji,8b440e68-1d6e-11e9-9585-6c96cfdf0295,1,recruiter,Hello,To acknowledge the greeting,25.0,Designer,4.0,Tokyo,Google
ji,8b440e68-1d6e-11e9-9585-6c96cfdf0295,2,worker,Let's come to mutually beneficial agreement!,To express a desire to reach a mutually beneficial agreement,25.0,Designer,4.0,Tokyo,Google
ji,8b440e68-1d6e-11e9-9585-6c96cfdf0295,3,recruiter,Okay!,To agree to the worker's proposal to reach an agreement,25.0,Designer,4.0,Tokyo,Google
ji,8b440e68-1d6e-11e9-9585-6c96cfdf0295,4,worker,"I'm, for example, a perfect fit in Google!",To assert their suitability for a position at Google,25.0,Designer,4.0,Tokyo,Google
ji,8b440e68-1d6e-11e9-9585-6c96cfdf0295,5,worker,Design and Sales are my strengths!,To highlight their strengths in Design and Sales,25.0,Designer,4.0,Tokyo,Google
ji,8b440e68-1d6e-11e9-9585-6c96cfdf0295,6,recruiter,There's a position open for Designer at Google,To inform the worker about an open Designer position at Google,25.0,Designer,4.0,Tokyo,Google
ji,8b440e68-1d6e-11e9-9585-6c96cfdf0295,7,recruiter,I have openings in Seoul and Tokyo,To provide information about job locations available,25.0,Designer,4.0,Tokyo,Google
ji,8b440e68-1d6e-11e9-9585-6c96cfdf0295,8,worker,"Hmm, well that's not ideal",To express dissatisfaction with the location options,25.0,Designer,4.0,Tokyo,Google
ji,8b440e68-1d6e-11e9-9585-6c96cfdf0295,9,worker,"but, I suppose",To show willingness to consider the options despite dissatisfaction,25.0,Designer,4.0,Tokyo,Google
ji,8b44c742-1d6e-11e9-b7ba-6c96cfdf0295,0,worker,Hi.,greet the recruiter,35.0,Engineer,4.0,Tokyo,Google
ji,8b44c742-1d6e-11e9-b7ba-6c96cfdf0295,1,recruiter,Hi!,greet the worker,35.0,Engineer,4.0,Tokyo,Google
ji,8b44c742-1d6e-11e9-b7ba-6c96cfdf0295,2,worker,Could you find me a job in Japan or China? That is where I am looking for one.,express desire to find a job in Japan or China,35.0,Engineer,4.0,Tokyo,Google
ji,8b44c742-1d6e-11e9-b7ba-6c96cfdf0295,3,worker,I'd like to work for Apple but I'm open to other companies.,express preference to work for Apple but show openness to other companies,35.0,Engineer,4.0,Tokyo,Google
ji,8b457f0c-1d6e-11e9-9f02-6c96cfdf0295,0,worker,Hello,Initiate conversation,35.0,Designer,4.0,Beijing,Google
ji,8b457f0c-1d6e-11e9-9f02-6c96cfdf0295,1,recruiter,hey there!,Respond to greeting and establish rapport,35.0,Designer,4.0,Beijing,Google
ji,8b457f0c-1d6e-11e9-9f02-6c96cfdf0295,2,recruiter,Can i interest you in becoming a designer at Google?,Offer a job opportunity and gauge interest,35.0,Designer,4.0,Beijing,Google
ji,8b457f0c-1d6e-11e9-9f02-6c96cfdf0295,3,worker,Give me a reasonable job offer and I shall accept it. Let's not waste our time.,Express willingness to consider the offer if it meets expectations,35.0,Designer,4.0,Beijing,Google
ji,8b457f0c-1d6e-11e9-9f02-6c96cfdf0295,4,worker,Sure,Show openness to the opportunity,35.0,Designer,4.0,Beijing,Google
ji,8b457f0c-1d6e-11e9-9f02-6c96cfdf0295,5,worker,But I MUST ADMIT THAT I CANNOT WORK AT TOKYO,State a non-negotiable condition regarding job location,35.0,Designer,4.0,Beijing,Google
ji,8b457f0c-1d6e-11e9-9f02-6c96cfdf0295,6,recruiter,I have an oppening in Beijign,Provide an alternative job location,35.0,Designer,4.0,Beijing,Google
ji,8b457f0c-1d6e-11e9-9f02-6c96cfdf0295,7,recruiter,yeah tokyo is boring,Agree with the worker's sentiment about Tokyo,35.0,Designer,4.0,Beijing,Google
ji,8b457f0c-1d6e-11e9-9f02-6c96cfdf0295,8,recruiter,How does that look?,Seek feedback on the alternative location,35.0,Designer,4.0,Beijing,Google
ji,8b46ce86-1d6e-11e9-a73d-6c96cfdf0295,0,recruiter,hello,Initiate conversation,38.0,Manager,4.0,Beijing,Apple
ji,8b46ce86-1d6e-11e9-a73d-6c96cfdf0295,1,worker,Hello.  I am interested in a job as a recruiter,Express interest in a job as a recruiter,38.0,Manager,4.0,Beijing,Apple
ji,8b46ce86-1d6e-11e9-a73d-6c96cfdf0295,2,recruiter,I have a great job as a manager at Apple. want it?,Offer a job as a manager at Apple,38.0,Manager,4.0,Beijing,Apple
ji,8b46ce86-1d6e-11e9-a73d-6c96cfdf0295,3,worker,I am more interested in being a recruiter rather than a manager.,Clarify preference for a recruiter position over a manager position,38.0,Manager,4.0,Beijing,Apple
ji,8b46ce86-1d6e-11e9-a73d-6c96cfdf0295,4,recruiter,I dont see a recruiter option,Inform that there is no recruiter option available,38.0,Manager,4.0,Beijing,Apple
ji,8b46ce86-1d6e-11e9-a73d-6c96cfdf0295,5,worker,How much does the manager job pay?,Inquire about the salary for the manager position,38.0,Manager,4.0,Beijing,Apple
ji,8b46ce86-1d6e-11e9-a73d-6c96cfdf0295,6,recruiter,40 an hour,Provide information about the salary for the manager position,38.0,Manager,4.0,Beijing,Apple
ji,8b46ce86-1d6e-11e9-a73d-6c96cfdf0295,7,worker,"I see, I could agree to 40 an hour.  How about location?",Express willingness to accept the salary and inquire about the job location,38.0,Manager,4.0,Beijing,Apple
ji,8b46ce86-1d6e-11e9-a73d-6c96cfdf0295,8,recruiter,tokyo,Provide information about the job location,38.0,Manager,4.0,Beijing,Apple
ji,8b4773fa-1d6e-11e9-b120-6c96cfdf0295,0,recruiter,Hello.,Initiate conversation,23.0,Engineer,3.0,Beijing,Google
ji,8b4773fa-1d6e-11e9-b120-6c96cfdf0295,1,worker,hi,Acknowledge greeting,23.0,Engineer,3.0,Beijing,Google
ji,8b4773fa-1d6e-11e9-b120-6c96cfdf0295,2,recruiter,Are you looking for a new job?,Inquire about job-seeking status,23.0,Engineer,3.0,Beijing,Google
ji,8b4773fa-1d6e-11e9-b120-6c96cfdf0295,3,recruiter,"If so, you have come to the right place.",Encourage engagement by offering assistance,23.0,Engineer,3.0,Beijing,Google
ji,8b4773fa-1d6e-11e9-b120-6c96cfdf0295,4,worker,sure,Express willingness to engage,23.0,Engineer,3.0,Beijing,Google
ji,8b4773fa-1d6e-11e9-b120-6c96cfdf0295,5,recruiter,"Great. Before we send offers, do you have a company preference?",Determine candidate's company preference,23.0,Engineer,3.0,Beijing,Google
ji,8b4773fa-1d6e-11e9-b120-6c96cfdf0295,6,recruiter,"Also, what countries could you see yourself working in?",Determine candidate's geographical preference,23.0,Engineer,3.0,Beijing,Google
ji,8b4773fa-1d6e-11e9-b120-6c96cfdf0295,7,worker,whats the amounts,Inquire about salary or compensation details,23.0,Engineer,3.0,Beijing,Google
ji,8b4773fa-1d6e-11e9-b120-6c96cfdf0295,8,worker,usa,State geographical preference,23.0,Engineer,3.0,Beijing,Google
ji,8b4773fa-1d6e-11e9-b120-6c96cfdf0295,9,recruiter,"We don't have USA. We have Japan, Korea, China and Australia. Maybe you want Australia?",Inform about available locations and suggest an alternative,23.0,Engineer,3.0,Beijing,Google
ji,8b49a442-1d6e-11e9-9c7b-6c96cfdf0295,0,recruiter,Hello there!,Initiate conversation,36.0,Engineer,3.0,Tokyo,Google
ji,8b49a442-1d6e-11e9-9c7b-6c96cfdf0295,1,recruiter,We have many positions open!,Inform about job openings,36.0,Engineer,3.0,Tokyo,Google
ji,8b49a442-1d6e-11e9-9c7b-6c96cfdf0295,2,worker,Hi,Respond to greeting,36.0,Engineer,3.0,Tokyo,Google
ji,8b49a442-1d6e-11e9-9c7b-6c96cfdf0295,3,recruiter,"In fact, we have just received a notification from Google! They are looking for experienced designers!",Provide specific job opportunity information,36.0,Engineer,3.0,Tokyo,Google
ji,8b49a442-1d6e-11e9-9c7b-6c96cfdf0295,4,recruiter,and engineers!,Add additional job role information,36.0,Engineer,3.0,Tokyo,Google
ji,8b49a442-1d6e-11e9-9c7b-6c96cfdf0295,5,recruiter,would any of those two roles fit you?,Inquire about worker's interest in specific roles,36.0,Engineer,3.0,Tokyo,Google
ji,8b49a442-1d6e-11e9-9c7b-6c96cfdf0295,6,worker,yes engineer,Express interest in the engineer role,36.0,Engineer,3.0,Tokyo,Google
ji,8b49a442-1d6e-11e9-9c7b-6c96cfdf0295,7,recruiter,"Okay, we can work with that! An engineer at Google, that's amazing! I'm jealous for yoU!",Express enthusiasm and encouragement,36.0,Engineer,3.0,Tokyo,Google
ji,8b49a442-1d6e-11e9-9c7b-6c96cfdf0295,8,recruiter,"Now, these positions are open in Tokyo and Seoul",Provide location details for job opportunities,36.0,Engineer,3.0,Tokyo,Google
ji,8b49a442-1d6e-11e9-9c7b-6c96cfdf0295,9,worker,in Tokyo,Express preference for Tokyo location,36.0,Engineer,3.0,Tokyo,Google
ji,8b4a6186-1d6e-11e9-bfe3-6c96cfdf0295,0,recruiter,Hi,Initiate conversation,40.0,Manager,4.0,Tokyo,Apple
ji,8b4a6186-1d6e-11e9-bfe3-6c96cfdf0295,1,worker,hi,Respond to greeting,40.0,Manager,4.0,Tokyo,Apple
ji,8b4a6186-1d6e-11e9-bfe3-6c96cfdf0295,2,recruiter,you choose your holiday and salary,Present options for negotiation,40.0,Manager,4.0,Tokyo,Apple
ji,8b4a6186-1d6e-11e9-bfe3-6c96cfdf0295,3,recruiter,I will choose poistiona nd workplace,Clarify conditions of negotiation,40.0,Manager,4.0,Tokyo,Apple
ji,8b4a6186-1d6e-11e9-bfe3-6c96cfdf0295,4,recruiter,will that work?,Seek agreement on negotiation terms,40.0,Manager,4.0,Tokyo,Apple
ji,8b4a6186-1d6e-11e9-bfe3-6c96cfdf0295,5,worker,"I need a salary of $43, work at Amazon, have weekly holiday 4 days a week in Tokyo",Express specific desires for job conditions,40.0,Manager,4.0,Tokyo,Apple
ji,8b4a6186-1d6e-11e9-bfe3-6c96cfdf0295,6,recruiter,"Sorry, that is not possible",Reject the proposed conditions,40.0,Manager,4.0,Tokyo,Apple
ji,8b4bc3ee-1d6e-11e9-911d-6c96cfdf0295,0,recruiter,"Hello, friend!",To greet the worker and initiate the conversation.,25.0,Manager,4.0,Seoul,Facebook
ji,8b4bc3ee-1d6e-11e9-911d-6c96cfdf0295,1,worker,HELLO,To respond to the greeting and acknowledge the conversation.,25.0,Manager,4.0,Seoul,Facebook
ji,8b4bc3ee-1d6e-11e9-911d-6c96cfdf0295,2,recruiter,"Today, we are looking for wonderful workers, the best workers!",To inform the worker about the current job openings and create interest.,25.0,Manager,4.0,Seoul,Facebook
ji,8b4bc3ee-1d6e-11e9-911d-6c96cfdf0295,3,recruiter,"In fact, we have a distinct need of managers!",To specify the particular need for managers and encourage the worker to consider the role.,25.0,Manager,4.0,Seoul,Facebook
ji,8b4bc3ee-1d6e-11e9-911d-6c96cfdf0295,4,worker,I WANR TO BE A FACEBOOK MANAGER,To express a desire to become a Facebook manager and show interest in the position.,25.0,Manager,4.0,Seoul,Facebook
ji,8b4c65a6-1d6e-11e9-8bf5-6c96cfdf0295,0,recruiter,Hello,Initiate conversation,35.0,Sales,3.0,Sydney,Google
ji,8b4c65a6-1d6e-11e9-8bf5-6c96cfdf0295,1,worker,Hello,Acknowledge and reciprocate greeting,35.0,Sales,3.0,Sydney,Google
ji,8b4c65a6-1d6e-11e9-8bf5-6c96cfdf0295,2,recruiter,what job so you like?,Inquire about the worker's job preference,35.0,Sales,3.0,Sydney,Google
ji,8b4d25c2-1d6e-11e9-aa26-6c96cfdf0295,0,worker,can I work in facebook as sales?,To inquire about the possibility of working in a sales position at Facebook.,20.0,Sales,2.0,Sydney,Facebook
ji,8b4d25c2-1d6e-11e9-aa26-6c96cfdf0295,1,worker,in preferably sydney?,To specify the preferred location for the job as Sydney.,20.0,Sales,2.0,Sydney,Facebook
ji,8b4d25c2-1d6e-11e9-aa26-6c96cfdf0295,2,recruiter,I don't have a job in sales at facebook.  I could do sales at Amazon or Apple.,To inform the worker that there are no sales jobs at Facebook but offer alternatives at Amazon or Apple.,20.0,Sales,2.0,Sydney,Facebook
ji,8b4d25c2-1d6e-11e9-aa26-6c96cfdf0295,3,recruiter,In sydney,To confirm the availability of the alternative jobs in Sydney.,20.0,Sales,2.0,Sydney,Facebook
ji,8b4d25c2-1d6e-11e9-aa26-6c96cfdf0295,4,worker,anything in facebook?,To persist in inquiring about any available positions at Facebook.,20.0,Sales,2.0,Sydney,Facebook
ji,8b4e1126-1d6e-11e9-87f1-6c96cfdf0295,0,worker,"Hello, friend!",To greet the recruiter in a friendly manner.,20.0,Manager,4.0,Sydney,Amazon
ji,8b4e1126-1d6e-11e9-87f1-6c96cfdf0295,1,recruiter,Hello,To acknowledge the greeting.,20.0,Manager,4.0,Sydney,Amazon
ji,8b4e1126-1d6e-11e9-87f1-6c96cfdf0295,2,worker,I am an experienced manager! The best kind of manager!,To assert their qualifications and experience as a manager.,20.0,Manager,4.0,Sydney,Amazon
ji,8b4e1126-1d6e-11e9-87f1-6c96cfdf0295,3,worker,I manage people very well!,To emphasize their capability in managing people effectively.,20.0,Manager,4.0,Sydney,Amazon
ji,8b4e1126-1d6e-11e9-87f1-6c96cfdf0295,4,recruiter,That's great,To express approval of the worker's qualifications.,20.0,Manager,4.0,Sydney,Amazon
ji,8b4e1126-1d6e-11e9-87f1-6c96cfdf0295,5,recruiter,We have an opening for facebook,To inform the worker about a job opening at Facebook.,20.0,Manager,4.0,Sydney,Amazon
ji,8b4e1126-1d6e-11e9-87f1-6c96cfdf0295,6,recruiter,would you be interested,To inquire about the worker's interest in the Facebook position.,20.0,Manager,4.0,Sydney,Amazon
ji,8b4e1126-1d6e-11e9-87f1-6c96cfdf0295,7,worker,For facebook! That's wonderful! Anything in Amazon?!,To express excitement about the Facebook opportunity and inquire about Amazon.,20.0,Manager,4.0,Sydney,Amazon
ji,8b4e1126-1d6e-11e9-87f1-6c96cfdf0295,8,recruiter,and also Aamazon,To confirm the availability of a position at Amazon as well.,20.0,Manager,4.0,Sydney,Amazon
ji,8b4e1126-1d6e-11e9-87f1-6c96cfdf0295,9,recruiter,Let's do manager in Amazon,To suggest a managerial position at Amazon.,20.0,Manager,4.0,Sydney,Amazon
ji,8b4e1126-1d6e-11e9-87f1-6c96cfdf0295,10,recruiter,Is that ij?,To confirm if the suggestion is acceptable to the worker.,20.0,Manager,4.0,Sydney,Amazon
ji,8b4e1126-1d6e-11e9-87f1-6c96cfdf0295,11,worker,Great! And what cities are these positions open in?,To inquire about the locations of the available positions.,20.0,Manager,4.0,Sydney,Amazon
ji,8b4e1126-1d6e-11e9-87f1-6c96cfdf0295,12,recruiter,ok*?,To seek clarification or confirmation.,20.0,Manager,4.0,Sydney,Amazon
ji,8b4e1126-1d6e-11e9-87f1-6c96cfdf0295,13,worker,"Yes, that is wonderful, indeed!",To express agreement and enthusiasm.,20.0,Manager,4.0,Sydney,Amazon
ji,8b4e1126-1d6e-11e9-87f1-6c96cfdf0295,14,worker,"I have a proposition, friend!",To introduce a proposal or idea.,20.0,Manager,4.0,Sydney,Amazon
ji,8b4e1126-1d6e-11e9-87f1-6c96cfdf0295,15,worker,Is this something you can accept? Or would something else work better?,To inquire if the recruiter can accept the proposal or suggest alternatives.,20.0,Manager,4.0,Sydney,Amazon
ji,8b4e1126-1d6e-11e9-87f1-6c96cfdf0295,16,recruiter,This works better,To express that the proposal is preferable.,20.0,Manager,4.0,Sydney,Amazon
ji,8b4e1126-1d6e-11e9-87f1-6c96cfdf0295,17,recruiter,We can play around little bit,To suggest flexibility in the negotiation.,20.0,Manager,4.0,Sydney,Amazon
ji,8b4e1126-1d6e-11e9-87f1-6c96cfdf0295,18,recruiter,how does that sound?,To seek the worker's opinion on the proposed flexibility.,20.0,Manager,4.0,Sydney,Amazon
ji,8b4e1126-1d6e-11e9-87f1-6c96cfdf0295,19,worker,"Yes, let's play around! I'm willing to give the minimum salary",To agree to negotiate and express willingness to accept a lower salary.,20.0,Manager,4.0,Sydney,Amazon
ji,8b4ecb5c-1d6e-11e9-8589-6c96cfdf0295,0,recruiter,Hi what position are you looking for?,To inquire about the position the worker is interested in,30.0,Engineer,4.0,Beijing,Amazon
ji,8b4ecb5c-1d6e-11e9-8589-6c96cfdf0295,1,recruiter,Me too!,To express agreement or shared interest,30.0,Engineer,4.0,Beijing,Amazon
ji,8b4ecb5c-1d6e-11e9-8589-6c96cfdf0295,2,worker,ENGINEER,To specify the position they are interested in,30.0,Engineer,4.0,Beijing,Amazon
ji,8b4ecb5c-1d6e-11e9-8589-6c96cfdf0295,3,recruiter,What salary are you looking for?,To inquire about the worker's salary expectations,30.0,Engineer,4.0,Beijing,Amazon
ji,8b4ecb5c-1d6e-11e9-8589-6c96cfdf0295,4,recruiter,"Thats great, any particular company?",To ask if the worker has a specific company in mind,30.0,Engineer,4.0,Beijing,Amazon
ji,8b4fa00c-1d6e-11e9-826f-6c96cfdf0295,0,recruiter,"Hello, just getting into the chat",To greet the worker and initiate the conversation,26.0,Engineer,3.0,Beijing,Google
ji,8b511e02-1d6e-11e9-837b-6c96cfdf0295,0,worker,hi,Initiate conversation,35.0,Engineer,4.0,Beijing,Amazon
ji,8b511e02-1d6e-11e9-837b-6c96cfdf0295,1,worker,I'd like to work in Beijing,Express desire to work in Beijing,35.0,Engineer,4.0,Beijing,Amazon
ji,8b511e02-1d6e-11e9-837b-6c96cfdf0295,2,recruiter,What position are you interested in?,Inquire about the specific position of interest,35.0,Engineer,4.0,Beijing,Amazon
ji,8b511e02-1d6e-11e9-837b-6c96cfdf0295,3,worker,Will you give me a holiday 4 days a week,Inquire about the possibility of a 4-day work week,35.0,Engineer,4.0,Beijing,Amazon
ji,8b511e02-1d6e-11e9-837b-6c96cfdf0295,4,worker,sales at amazon,Specify the desired position at Amazon,35.0,Engineer,4.0,Beijing,Amazon
ji,8b511e02-1d6e-11e9-837b-6c96cfdf0295,5,worker,what do you think?,Seek the recruiter's opinion on the request,35.0,Engineer,4.0,Beijing,Amazon
ji,8b511e02-1d6e-11e9-837b-6c96cfdf0295,6,recruiter,Are you requesting a 4-day work week at $40 per hour?,Clarify the worker's request regarding work hours and pay,35.0,Engineer,4.0,Beijing,Amazon
ji,8b511e02-1d6e-11e9-837b-6c96cfdf0295,7,worker,yes,Confirm the request for a 4-day work week at $40 per hour,35.0,Engineer,4.0,Beijing,Amazon
ji,8b51dcac-1d6e-11e9-be17-6c96cfdf0295,0,recruiter,HEY THERE!,To greet the worker and initiate the conversation.,32.0,Designer,3.0,Seoul,Amazon
ji,8b51dcac-1d6e-11e9-be17-6c96cfdf0295,1,recruiter,would you be interested in becoming a designer?,To inquire about the worker's interest in a designer position.,32.0,Designer,3.0,Seoul,Amazon
ji,8b51dcac-1d6e-11e9-be17-6c96cfdf0295,2,recruiter,for Google!,To specify the company offering the designer position.,32.0,Designer,3.0,Seoul,Amazon
ji,8b51dcac-1d6e-11e9-be17-6c96cfdf0295,3,recruiter,a great place to work,To promote the company as a desirable workplace.,32.0,Designer,3.0,Seoul,Amazon
ji,8b51dcac-1d6e-11e9-be17-6c96cfdf0295,4,worker,I would prefer designer at amazon,To express a preference for a designer position at Amazon instead.,32.0,Designer,3.0,Seoul,Amazon
ji,8b51dcac-1d6e-11e9-be17-6c96cfdf0295,5,recruiter,"oh perfect, i do have something there",To acknowledge the worker's preference and offer a relevant opportunity.,32.0,Designer,3.0,Seoul,Amazon
ji,8b51dcac-1d6e-11e9-be17-6c96cfdf0295,6,recruiter,in Sydney,To provide the location of the opportunity.,32.0,Designer,3.0,Seoul,Amazon
ji,8b51dcac-1d6e-11e9-be17-6c96cfdf0295,7,recruiter,is that ok?,To confirm if the location is acceptable to the worker.,32.0,Designer,3.0,Seoul,Amazon
ji,8b51dcac-1d6e-11e9-be17-6c96cfdf0295,8,worker,"What's your second best city, I can't go to Sydney at all",To express inability to relocate to Sydney and inquire about alternative locations.,32.0,Designer,3.0,Seoul,Amazon
ji,8b51dcac-1d6e-11e9-be17-6c96cfdf0295,9,recruiter,Seoul,To offer an alternative location for the job opportunity.,32.0,Designer,3.0,Seoul,Amazon
